STATE,COUNTY,STATION_ID,DIR,URB_RURAL,F_SYSTEM,ROUTE_SIGN,ROUTE_NUMBER,LAT,LONG,STATE_NAME,COUNTY_NAME,REPCTY
4.0,5.0,100544,7.0,R,1.0,2.0,40.0,35.20534,-111.4979,AZ,Coconino County,25
4.0,5.0,100709,3.0,R,3.0,4.0,64.0,35.657936,-112.138621,AZ,Coconino County,25
4.0,5.0,100709,7.0,R,3.0,4.0,64.0,35.657936,-112.138621,AZ,Coconino County,25
4.0,5.0,100710,3.0,R,3.0,4.0,64.0,35.98555,-112.1232,AZ,Coconino County,25
4.0,5.0,100710,7.0,R,3.0,4.0,64.0,35.98555,-112.1232,AZ,Coconino County,25
4.0,5.0,100995,1.0,R,4.0,4.0,87.0,34.440448,-111.481785,AZ,Coconino County,25
4.0,5.0,100995,5.0,R,4.0,4.0,87.0,34.440448,-111.481785,AZ,Coconino County,25
4.0,5.0,101342,1.0,U,3.0,4.0,179.0,34.829414,-111.778031,AZ,Coconino County,25
4.0,5.0,101342,5.0,U,3.0,4.0,179.0,34.829414,-111.778031,AZ,Coconino County,25
4.0,5.0,101343,1.0,U,3.0,4.0,179.0,34.828406,-111.778035,AZ,Coconino County,25
4.0,5.0,101343,5.0,U,3.0,4.0,179.0,34.828406,-111.778035,AZ,Coconino County,25
4.0,5.0,101777,3.0,U,4.0,5.0,40.0,35.187788,-111.678756,AZ,Coconino County,25
4.0,5.0,101777,7.0,U,4.0,5.0,40.0,35.187788,-111.678756,AZ,Coconino County,25
4.0,5.0,102068,1.0,U,3.0,3.0,89.0,35.25933,-111.5513,AZ,Coconino County,25
4.0,5.0,102068,5.0,U,3.0,3.0,89.0,35.25933,-111.5513,AZ,Coconino County,25
4.0,5.0,102073,1.0,R,3.0,3.0,89.0,35.606402,-111.524677,AZ,Coconino County,25
4.0,5.0,102073,5.0,R,3.0,3.0,89.0,35.606402,-111.524677,AZ,Coconino County,25
4.0,5.0,102076,1.0,R,3.0,3.0,89.0,36.20022,-111.3934,AZ,Coconino County,25
4.0,5.0,102076,5.0,R,3.0,3.0,89.0,36.20022,-111.3934,AZ,Coconino County,25
4.0,5.0,102077,1.0,R,3.0,3.0,89.0,36.70486,-111.5976,AZ,Coconino County,25
4.0,5.0,102077,5.0,R,3.0,3.0,89.0,36.70486,-111.5976,AZ,Coconino County,25
4.0,5.0,102171,3.0,R,3.0,3.0,160.0,36.078152,-111.382091,AZ,Coconino County,25
4.0,5.0,102171,7.0,R,3.0,3.0,160.0,36.078152,-111.382091,AZ,Coconino County,25
4.0,5.0,102174,3.0,R,3.0,3.0,160.0,36.14743,-111.1425,AZ,Coconino County,25
4.0,5.0,102174,7.0,R,3.0,3.0,160.0,36.14743,-111.1425,AZ,Coconino County,25
4.0,5.0,102189,3.0,U,4.0,3.0,180.0,35.208768,-111.648597,AZ,Coconino County,25
4.0,5.0,102189,7.0,U,4.0,3.0,180.0,35.208768,-111.648597,AZ,Coconino County,25
4.0,5.0,102255,1.0,R,4.0,3.0,89.0,36.995992,-112.530322,AZ,Coconino County,25
4.0,5.0,102255,5.0,R,4.0,3.0,89.0,36.995992,-112.530322,AZ,Coconino County,25
4.0,23.0,100455,1.0,U,1.0,,19.0,31.43863,-110.966407,AZ,Santa Cruz County,15
4.0,23.0,100455,5.0,U,1.0,,19.0,31.43863,-110.966407,AZ,Santa Cruz County,15
4.0,23.0,100462,1.0,R,1.0,2.0,19.0,31.71771,-111.0621,AZ,Santa Cruz County,15
4.0,23.0,100462,5.0,R,1.0,2.0,19.0,31.71771,-111.0621,AZ,Santa Cruz County,15
4.0,23.0,100889,3.0,R,4.0,4.0,82.0,31.66896,-110.6752,AZ,Santa Cruz County,15
4.0,23.0,100889,7.0,R,4.0,4.0,82.0,31.66896,-110.6752,AZ,Santa Cruz County,15
4.0,23.0,101374,1.0,U,3.0,4.0,189.0,31.365809,-110.941111,AZ,Santa Cruz County,15
4.0,23.0,101374,5.0,U,3.0,4.0,189.0,31.365809,-110.941111,AZ,Santa Cruz County,15
4.0,23.0,101763,1.0,U,3.0,5.0,19.0,31.38066,-110.943802,AZ,Santa Cruz County,15
4.0,23.0,101763,5.0,U,3.0,5.0,19.0,31.38066,-110.943802,AZ,Santa Cruz County,15
4.0,17.0,100556,3.0,R,1.0,2.0,40.0,35.001578,-110.603436,AZ,Navajo County,25
4.0,17.0,100556,7.0,R,1.0,2.0,40.0,35.001578,-110.603436,AZ,Navajo County,25
4.0,17.0,100565,3.0,R,1.0,2.0,40.0,34.946969,-110.121199,AZ,Navajo County,25
4.0,17.0,100565,7.0,R,1.0,2.0,40.0,34.946969,-110.121199,AZ,Navajo County,25
4.0,17.0,100781,1.0,R,4.0,4.0,73.0,34.076329,-109.906405,AZ,Navajo County,25
4.0,17.0,100781,5.0,R,4.0,4.0,73.0,34.076329,-109.906405,AZ,Navajo County,25
4.0,17.0,100825,1.0,R,3.0,4.0,77.0,34.634483,-110.094788,AZ,Navajo County,25
4.0,17.0,100825,5.0,R,3.0,4.0,77.0,34.634483,-110.094788,AZ,Navajo County,25
4.0,17.0,101516,3.0,R,3.0,4.0,260.0,34.39077,-110.535086,AZ,Navajo County,25
4.0,17.0,101516,7.0,R,3.0,4.0,260.0,34.39077,-110.535086,AZ,Navajo County,25
4.0,17.0,101519,3.0,R,3.0,4.0,260.0,34.294999,-110.186759,AZ,Navajo County,25
4.0,17.0,101519,7.0,R,3.0,4.0,260.0,34.294999,-110.186759,AZ,Navajo County,25
4.0,17.0,101520,3.0,U,3.0,4.0,260.0,34.285381,-110.132964,AZ,Navajo County,25
4.0,17.0,101520,7.0,U,3.0,4.0,260.0,34.285381,-110.132964,AZ,Navajo County,25
4.0,17.0,101530,3.0,R,3.0,4.0,260.0,34.08826,-109.9074,AZ,Navajo County,25
4.0,17.0,101530,7.0,R,3.0,4.0,260.0,34.08826,-109.9074,AZ,Navajo County,25
4.0,17.0,101928,3.0,R,4.0,3.0,60.0,34.209063,-110.077557,AZ,Navajo County,25
4.0,17.0,101928,7.0,R,4.0,3.0,60.0,34.209063,-110.077557,AZ,Navajo County,25
4.0,17.0,101937,3.0,R,3.0,3.0,60.0,34.26174,-109.9886,AZ,Navajo County,25
4.0,17.0,101937,7.0,R,3.0,3.0,60.0,34.26174,-109.9886,AZ,Navajo County,25
4.0,17.0,102178,3.0,R,3.0,3.0,160.0,36.702758,-110.27979,AZ,Navajo County,25
4.0,17.0,102178,7.0,R,3.0,3.0,160.0,36.702758,-110.27979,AZ,Navajo County,25
4.0,1.0,100571,0.0,R,1.0,2.0,40.0,35.10098,-109.6295,AZ,Apache County,25
4.0,1.0,100571,3.0,R,1.0,2.0,40.0,35.10098,-109.6295,AZ,Apache County,25
4.0,1.0,100571,7.0,R,1.0,2.0,40.0,35.10098,-109.6295,AZ,Apache County,25
4.0,1.0,101552,3.0,R,4.0,4.0,264.0,35.783819,-109.66614,AZ,Apache County,25
4.0,1.0,101552,7.0,R,4.0,4.0,264.0,35.783819,-109.66614,AZ,Apache County,25
4.0,1.0,101554,0.0,R,4.0,4.0,264.0,35.70867,-109.5487,AZ,Apache County,25
4.0,1.0,101554,3.0,R,4.0,4.0,264.0,35.70867,-109.5487,AZ,Apache County,25
4.0,1.0,101554,7.0,R,4.0,4.0,264.0,35.70867,-109.5487,AZ,Apache County,25
4.0,1.0,101555,3.0,R,4.0,4.0,264.0,35.70941,-109.53481,AZ,Apache County,25
4.0,1.0,101555,7.0,R,4.0,4.0,264.0,35.70941,-109.53481,AZ,Apache County,25
4.0,1.0,101947,3.0,U,3.0,3.0,60.0,34.132818,-109.265133,AZ,Apache County,25
4.0,1.0,101947,7.0,U,3.0,3.0,60.0,34.132818,-109.265133,AZ,Apache County,25
4.0,1.0,101948,3.0,R,3.0,3.0,60.0,34.161393,-109.080419,AZ,Apache County,25
4.0,1.0,101948,7.0,R,3.0,3.0,60.0,34.161393,-109.080419,AZ,Apache County,25
4.0,1.0,102181,3.0,R,3.0,3.0,160.0,36.95855,-109.3143,AZ,Apache County,25
4.0,1.0,102181,7.0,R,3.0,3.0,160.0,36.95855,-109.3143,AZ,Apache County,25
4.0,1.0,102199,3.0,R,4.0,3.0,180.0,34.518524,-109.451938,AZ,Apache County,25
4.0,1.0,102199,7.0,R,4.0,3.0,180.0,34.518524,-109.451938,AZ,Apache County,25
4.0,1.0,102210,3.0,R,4.0,3.0,180.0,34.061466,-109.196159,AZ,Apache County,25
4.0,1.0,102210,7.0,R,4.0,3.0,180.0,34.061466,-109.196159,AZ,Apache County,25
4.0,1.0,102236,1.0,R,4.0,3.0,191.0,34.58932,-109.329504,AZ,Apache County,25
4.0,1.0,102236,5.0,R,4.0,3.0,191.0,34.58932,-109.329504,AZ,Apache County,25
4.0,1.0,102237,1.0,R,4.0,3.0,191.0,34.90968,-109.23819,AZ,Apache County,25
4.0,1.0,102237,5.0,R,4.0,3.0,191.0,34.90968,-109.23819,AZ,Apache County,25
4.0,1.0,102238,1.0,R,4.0,3.0,191.0,35.193543,-109.437315,AZ,Apache County,25
4.0,1.0,102238,5.0,R,4.0,3.0,191.0,35.193543,-109.437315,AZ,Apache County,25
4.0,1.0,102241,1.0,R,4.0,3.0,191.0,35.95508,-109.5931,AZ,Apache County,25
4.0,1.0,102241,5.0,R,4.0,3.0,191.0,35.95508,-109.5931,AZ,Apache County,25
4.0,1.0,102242,1.0,R,4.0,3.0,191.0,36.14093,-109.6042,AZ,Apache County,25
4.0,1.0,102242,5.0,R,4.0,3.0,191.0,36.14093,-109.6042,AZ,Apache County,25
4.0,1.0,102287,3.0,R,3.0,3.0,160.0,36.814863,-109.890247,AZ,Apache County,25
4.0,1.0,102287,7.0,R,3.0,3.0,160.0,36.814863,-109.890247,AZ,Apache County,25
4.0,7.0,100983,1.0,R,3.0,4.0,87.0,34.027268,-111.36297,AZ,Gila County,15
4.0,7.0,100983,5.0,R,3.0,4.0,87.0,34.027268,-111.36297,AZ,Gila County,15
4.0,7.0,100984,1.0,R,3.0,4.0,87.0,34.06096,-111.3611,AZ,Gila County,15
4.0,7.0,100984,5.0,R,3.0,4.0,87.0,34.06096,-111.3611,AZ,Gila County,15
4.0,7.0,101506,3.0,R,3.0,4.0,260.0,34.265533,-111.194639,AZ,Gila County,15
4.0,7.0,101506,7.0,R,3.0,4.0,260.0,34.265533,-111.194639,AZ,Gila County,15
4.0,7.0,101507,3.0,R,3.0,4.0,260.0,34.29901,-111.117,AZ,Gila County,15
4.0,7.0,101507,7.0,R,3.0,4.0,260.0,34.29901,-111.117,AZ,Gila County,15
4.0,7.0,101908,3.0,U,3.0,3.0,60.0,33.393385,-110.878444,AZ,Gila County,15
4.0,7.0,101908,7.0,U,3.0,3.0,60.0,33.393385,-110.878444,AZ,Gila County,15
4.0,7.0,101922,3.0,U,3.0,3.0,60.0,33.396054,-110.77232,AZ,Gila County,15
4.0,7.0,101922,7.0,U,3.0,3.0,60.0,33.396054,-110.77232,AZ,Gila County,15
4.0,7.0,101926,3.0,R,4.0,3.0,60.0,33.573809,-110.658209,AZ,Gila County,15
4.0,7.0,101926,7.0,R,4.0,3.0,60.0,33.573809,-110.658209,AZ,Gila County,15
4.0,7.0,102024,3.0,R,4.0,3.0,70.0,33.353589,-110.658318,AZ,Gila County,15
4.0,7.0,102024,7.0,R,4.0,3.0,70.0,33.353589,-110.658318,AZ,Gila County,15
4.0,9.0,102044,3.0,U,4.0,3.0,70.0,32.842641,-109.740995,AZ,Graham County,25
4.0,9.0,102044,7.0,U,4.0,3.0,70.0,32.842641,-109.740995,AZ,Graham County,25
4.0,9.0,102225,1.0,R,4.0,3.0,191.0,32.74875,-109.7163,AZ,Graham County,25
4.0,9.0,102225,5.0,R,4.0,3.0,191.0,32.74875,-109.7163,AZ,Graham County,25
4.0,9.0,102225,9.0,R,4.0,3.0,191.0,32.74875,-109.7163,AZ,Graham County,25
4.0,11.0,102230,1.0,R,4.0,3.0,191.0,32.942284,-109.233924,AZ,Greenlee County,25
4.0,11.0,102230,5.0,R,4.0,3.0,191.0,32.942284,-109.233924,AZ,Greenlee County,25
4.0,11.0,102231,1.0,R,4.0,3.0,191.0,33.010052,-109.282221,AZ,Greenlee County,25
4.0,11.0,102231,5.0,R,4.0,3.0,191.0,33.010052,-109.282221,AZ,Greenlee County,25
6.0,23.0,011040,1.0,R,3.0,,101.0,41.013556,-124.107946,CA,Humboldt County,25
6.0,23.0,011040,5.0,R,3.0,,101.0,41.013556,-124.107946,CA,Humboldt County,25
6.0,23.0,011060,1.0,U,3.0,,101.0,40.886269,-124.079669,CA,Humboldt County,25
6.0,23.0,011060,5.0,U,3.0,,101.0,40.886269,-124.079669,CA,Humboldt County,25
6.0,23.0,011070,1.0,U,3.0,,101.0,40.818163,-124.097615,CA,Humboldt County,25
6.0,23.0,011070,5.0,U,3.0,,101.0,40.818163,-124.097615,CA,Humboldt County,25
6.0,23.0,011090,3.0,R,3.0,,299.0,40.901643,-123.610052,CA,Humboldt County,25
6.0,23.0,011090,7.0,R,3.0,,299.0,40.901643,-123.610052,CA,Humboldt County,25
6.0,23.0,011100,1.0,R,3.0,,101.0,40.637084,-124.211723,CA,Humboldt County,25
6.0,23.0,011100,5.0,R,3.0,,101.0,40.637084,-124.211723,CA,Humboldt County,25
6.0,23.0,011420,1.0,R,3.0,,101.0,40.004492,-123.783859,CA,Humboldt County,25
6.0,23.0,011420,5.0,R,3.0,,101.0,40.004492,-123.783859,CA,Humboldt County,25
6.0,23.0,011470,1.0,U,3.0,,101.0,40.74254,-124.202844,CA,Humboldt County,25
6.0,23.0,011470,5.0,U,3.0,,101.0,40.74254,-124.202844,CA,Humboldt County,25
6.0,23.0,011490,1.0,U,3.0,,101.0,40.760466,-124.18986,CA,Humboldt County,25
6.0,23.0,011490,5.0,U,3.0,,101.0,40.760466,-124.18986,CA,Humboldt County,25
6.0,23.0,011920,3.0,U,3.0,,299.0,40.897256,-124.083293,CA,Humboldt County,25
6.0,23.0,011920,7.0,U,3.0,,299.0,40.897256,-124.083293,CA,Humboldt County,25
6.0,23.0,018030,1.0,U,3.0,,101.0,40.851136,-124.081903,CA,Humboldt County,25
6.0,23.0,018030,5.0,U,3.0,,101.0,40.851136,-124.081903,CA,Humboldt County,25
6.0,23.0,018040,1.0,R,3.0,,101.0,41.15071,-124.135002,CA,Humboldt County,25
6.0,23.0,018040,5.0,R,3.0,,101.0,41.15071,-124.135002,CA,Humboldt County,25
6.0,23.0,019280,1.0,R,3.0,,101.0,40.321907,-123.921293,CA,Humboldt County,25
6.0,23.0,019280,5.0,R,3.0,,101.0,40.321907,-123.921293,CA,Humboldt County,25
6.0,23.0,079010,1.0,U,3.0,,101.0,40.897256,-124.083293,CA,Humboldt County,25
6.0,23.0,079010,5.0,U,3.0,,101.0,40.897256,-124.083293,CA,Humboldt County,25
6.0,23.0,079090,1.0,U,3.0,,101.0,40.897256,-124.083293,CA,Humboldt County,25
6.0,45.0,011150,1.0,R,3.0,,101.0,39.516278,-123.390594,CA,Mendocino County,25
6.0,45.0,011150,5.0,R,3.0,,101.0,39.516278,-123.390594,CA,Mendocino County,25
6.0,45.0,011190,1.0,R,4.0,,1.0,39.213826,-123.768117,CA,Mendocino County,25
6.0,45.0,011190,5.0,R,4.0,,1.0,39.213826,-123.768117,CA,Mendocino County,25
6.0,45.0,011210,1.0,U,4.0,,1.0,39.420124,-123.807905,CA,Mendocino County,25
6.0,45.0,011210,5.0,U,4.0,,1.0,39.420124,-123.807905,CA,Mendocino County,25
6.0,45.0,017640,1.0,R,4.0,,1.0,39.868262,-123.715334,CA,Mendocino County,25
6.0,45.0,017640,5.0,R,4.0,,1.0,39.868262,-123.715334,CA,Mendocino County,25
6.0,45.0,019330,1.0,U,3.0,,101.0,39.109099,-123.195127,CA,Mendocino County,25
6.0,45.0,019330,5.0,U,3.0,,101.0,39.109099,-123.195127,CA,Mendocino County,25
6.0,33.0,017720,1.0,U,3.0,,29.0,39.075935,-122.930874,CA,Lake County,93
6.0,33.0,017720,5.0,U,3.0,,29.0,39.075935,-122.930874,CA,Lake County,93
6.0,33.0,017730,1.0,R,3.0,,20.0,39.163431,-122.920765,CA,Lake County,93
6.0,33.0,017730,5.0,R,3.0,,20.0,39.163431,-122.920765,CA,Lake County,93
6.0,15.0,018070,1.0,R,3.0,,101.0,41.989671,-124.207395,CA,Del Norte County,25
6.0,15.0,018070,5.0,R,3.0,,101.0,41.989671,-124.207395,CA,Del Norte County,25
6.0,35.0,021500,1.0,R,3.0,,395.0,40.283945,-120.490447,CA,Lassen County,25
6.0,35.0,021500,5.0,R,3.0,,395.0,40.283945,-120.490447,CA,Lassen County,25
6.0,35.0,022150,1.0,R,4.0,,70.0,39.775102,-120.03866,CA,Lassen County,25
6.0,35.0,022150,5.0,R,4.0,,70.0,39.775102,-120.03866,CA,Lassen County,25
6.0,35.0,099440,1.0,R,4.0,,70.0,39.775165,-120.038975,CA,Lassen County,25
6.0,35.0,099440,5.0,R,4.0,,70.0,39.775165,-120.038975,CA,Lassen County,25
6.0,89.0,021560,1.0,U,3.0,,273.0,40.550485,-122.387298,CA,Shasta County,107
6.0,89.0,021560,5.0,U,3.0,,273.0,40.550485,-122.387298,CA,Shasta County,107
6.0,89.0,021630,3.0,R,4.0,,299.0,40.872823,-121.697226,CA,Shasta County,107
6.0,89.0,021630,7.0,R,4.0,,299.0,40.872823,-121.697226,CA,Shasta County,107
6.0,89.0,021790,1.0,R,1.0,2.0,5.0,41.07185,-122.358107,CA,Shasta County,107
6.0,89.0,021790,5.0,R,1.0,2.0,5.0,41.07185,-122.358107,CA,Shasta County,107
6.0,89.0,022030,1.0,U,3.0,,273.0,40.505495,-122.379065,CA,Shasta County,107
6.0,89.0,022030,5.0,U,3.0,,273.0,40.505495,-122.379065,CA,Shasta County,107
6.0,89.0,022040,1.0,U,3.0,,273.0,40.594343,-122.389392,CA,Shasta County,107
6.0,89.0,022040,5.0,U,3.0,,273.0,40.594343,-122.389392,CA,Shasta County,107
6.0,89.0,022090,3.0,U,3.0,,299.0,40.582544,-122.437317,CA,Shasta County,107
6.0,89.0,022090,7.0,U,3.0,,299.0,40.582544,-122.437317,CA,Shasta County,107
6.0,89.0,022130,3.0,R,4.0,,299.0,40.639024,-122.238255,CA,Shasta County,107
6.0,89.0,022130,7.0,R,4.0,,299.0,40.639024,-122.238255,CA,Shasta County,107
6.0,89.0,022140,3.0,R,4.0,,299.0,40.93813,-121.606639,CA,Shasta County,107
6.0,89.0,022140,7.0,R,4.0,,299.0,40.93813,-121.606639,CA,Shasta County,107
6.0,89.0,022390,1.0,U,1.0,,5.0,40.480453,-122.319406,CA,Shasta County,107
6.0,89.0,022390,5.0,U,1.0,,5.0,40.480453,-122.319406,CA,Shasta County,107
6.0,89.0,022730,1.0,U,1.0,,5.0,40.730939,-122.320063,CA,Shasta County,107
6.0,89.0,022730,5.0,U,1.0,,5.0,40.730939,-122.320063,CA,Shasta County,107
6.0,89.0,022980,1.0,U,1.0,2.0,5.0,40.563753,-122.359011,CA,Shasta County,107
6.0,89.0,022980,5.0,U,1.0,2.0,5.0,40.563753,-122.359011,CA,Shasta County,107
6.0,89.0,023000,1.0,U,3.0,,44.0,40.586539,-122.391675,CA,Shasta County,107
6.0,89.0,023010,3.0,U,3.0,,299.0,40.586388,-122.39733,CA,Shasta County,107
6.0,89.0,023010,7.0,U,3.0,,299.0,40.586388,-122.39733,CA,Shasta County,107
6.0,89.0,023040,1.0,U,1.0,,5.0,40.570947,-122.360431,CA,Shasta County,107
6.0,89.0,023040,5.0,U,1.0,,5.0,40.570947,-122.360431,CA,Shasta County,107
6.0,89.0,023090,1.0,U,1.0,2.0,5.0,40.716633,-122.330353,CA,Shasta County,107
6.0,89.0,023090,5.0,U,1.0,2.0,5.0,40.716633,-122.330353,CA,Shasta County,107
6.0,89.0,023120,1.0,U,1.0,,5.0,40.641526,-122.364903,CA,Shasta County,107
6.0,89.0,023120,5.0,U,1.0,,5.0,40.641526,-122.364903,CA,Shasta County,107
6.0,103.0,022020,1.0,U,1.0,,5.0,40.219201,-122.251624,CA,Tehama County,107
6.0,103.0,022020,5.0,U,1.0,,5.0,40.219201,-122.251624,CA,Tehama County,107
6.0,103.0,022710,1.0,R,1.0,,5.0,39.942521,-122.200261,CA,Tehama County,107
6.0,103.0,022710,5.0,R,1.0,,5.0,39.942521,-122.200261,CA,Tehama County,107
6.0,103.0,023130,1.0,R,1.0,,5.0,40.32697,-122.28118,CA,Tehama County,107
6.0,103.0,023140,5.0,R,1.0,,5.0,40.367655,-122.284117,CA,Tehama County,107
6.0,105.0,022080,3.0,R,3.0,,299.0,40.651289,-122.9393,CA,Trinity County,93
6.0,105.0,022080,7.0,R,3.0,,299.0,40.651289,-122.9393,CA,Trinity County,93
6.0,93.0,022310,1.0,R,1.0,,5.0,41.992728,-122.609699,CA,Siskiyou County,93
6.0,93.0,022310,5.0,R,1.0,,5.0,41.992728,-122.609699,CA,Siskiyou County,93
6.0,93.0,022940,1.0,R,1.0,,5.0,41.441777,-122.43501,CA,Siskiyou County,93
6.0,93.0,022940,5.0,R,1.0,,5.0,41.441777,-122.43501,CA,Siskiyou County,93
6.0,93.0,023100,1.0,U,1.0,,5.0,41.319531,-122.325116,CA,Siskiyou County,93
6.0,93.0,023100,5.0,U,1.0,,5.0,41.319531,-122.325116,CA,Siskiyou County,93
6.0,93.0,023110,1.0,R,3.0,,97.0,41.7789,-122.04739,CA,Siskiyou County,93
6.0,93.0,023110,5.0,R,3.0,,97.0,41.7789,-122.04739,CA,Siskiyou County,93
6.0,49.0,022340,1.0,R,3.0,,395.0,41.496732,-120.538334,CA,Modoc County,93
6.0,49.0,022340,5.0,R,3.0,,395.0,41.496732,-120.538334,CA,Modoc County,93
6.0,67.0,030070,1.0,U,1.0,,5.0,38.401047,-121.482151,CA,Sacramento County,37
6.0,67.0,030070,5.0,U,1.0,,5.0,38.401047,-121.482151,CA,Sacramento County,37
6.0,67.0,030080,1.0,U,1.0,,5.0,38.401047,-121.482151,CA,Sacramento County,37
6.0,67.0,030080,5.0,U,1.0,,5.0,38.401047,-121.482151,CA,Sacramento County,37
6.0,67.0,030100,1.0,U,1.0,,5.0,38.42611,-121.487361,CA,Sacramento County,37
6.0,67.0,030100,5.0,U,1.0,,5.0,38.42611,-121.487361,CA,Sacramento County,37
6.0,67.0,030120,1.0,U,1.0,,5.0,38.495536,-121.516545,CA,Sacramento County,37
6.0,67.0,030120,5.0,U,1.0,,5.0,38.495536,-121.516545,CA,Sacramento County,37
6.0,67.0,030150,1.0,U,1.0,,5.0,38.495536,-121.516545,CA,Sacramento County,37
6.0,67.0,030150,5.0,U,1.0,,5.0,38.495536,-121.516545,CA,Sacramento County,37
6.0,67.0,030200,1.0,U,1.0,,5.0,38.568302,-121.510926,CA,Sacramento County,37
6.0,67.0,030200,5.0,U,1.0,,5.0,38.568302,-121.510926,CA,Sacramento County,37
6.0,67.0,030250,1.0,U,1.0,2.0,5.0,38.57681,-121.507761,CA,Sacramento County,37
6.0,67.0,030250,5.0,U,1.0,2.0,5.0,38.57681,-121.507761,CA,Sacramento County,37
6.0,67.0,030300,1.0,U,1.0,2.0,5.0,38.584619,-121.502921,CA,Sacramento County,37
6.0,67.0,030300,5.0,U,1.0,2.0,5.0,38.584619,-121.502921,CA,Sacramento County,37
6.0,67.0,030390,1.0,U,1.0,,5.0,38.624997,-121.517188,CA,Sacramento County,37
6.0,67.0,030390,5.0,U,1.0,,5.0,38.624997,-121.517188,CA,Sacramento County,37
6.0,67.0,030409,5.0,U,1.0,2.0,5.0,38.584619,-121.502921,CA,Sacramento County,37
6.0,67.0,030440,1.0,U,1.0,10.0,5.0,38.655871,-121.53313,CA,Sacramento County,37
6.0,67.0,030440,5.0,U,1.0,10.0,5.0,38.655871,-121.53313,CA,Sacramento County,37
6.0,67.0,030450,1.0,U,1.0,10.0,5.0,38.655871,-121.53313,CA,Sacramento County,37
6.0,67.0,030450,5.0,U,1.0,10.0,5.0,38.655871,-121.53313,CA,Sacramento County,37
6.0,67.0,030500,1.0,U,1.0,,5.0,38.66741,-121.540139,CA,Sacramento County,37
6.0,67.0,030500,5.0,U,1.0,,5.0,38.66741,-121.540139,CA,Sacramento County,37
6.0,67.0,032250,3.0,U,2.0,,50.0,38.553142,-121.436414,CA,Sacramento County,37
6.0,67.0,032250,7.0,U,2.0,,50.0,38.553142,-121.436414,CA,Sacramento County,37
6.0,67.0,032280,3.0,U,2.0,,50.0,38.553698,-121.409338,CA,Sacramento County,37
6.0,67.0,032280,7.0,U,2.0,,50.0,38.553698,-121.409338,CA,Sacramento County,37
6.0,67.0,032320,3.0,U,2.0,,50.0,38.565954,-121.336348,CA,Sacramento County,37
6.0,67.0,032320,7.0,U,2.0,,50.0,38.565954,-121.336348,CA,Sacramento County,37
6.0,67.0,032340,3.0,U,2.0,,50.0,38.590923,-121.287452,CA,Sacramento County,37
6.0,67.0,032340,7.0,U,2.0,,50.0,38.590923,-121.287452,CA,Sacramento County,37
6.0,67.0,032990,3.0,U,1.0,,80.0,38.707482,-121.309458,CA,Sacramento County,37
6.0,67.0,033000,7.0,U,1.0,,80.0,38.707482,-121.309458,CA,Sacramento County,37
6.0,67.0,033130,3.0,U,2.0,,50.0,38.63992,-121.196894,CA,Sacramento County,37
6.0,67.0,033130,7.0,U,2.0,,50.0,38.63992,-121.196894,CA,Sacramento County,37
6.0,67.0,034220,3.0,U,1.0,,50.0,38.558847,-121.474393,CA,Sacramento County,37
6.0,67.0,034220,7.0,U,1.0,,50.0,38.558847,-121.474393,CA,Sacramento County,37
6.0,67.0,035010,1.0,R,2.0,,99.0,38.337018,-121.332705,CA,Sacramento County,37
6.0,67.0,035010,5.0,R,2.0,,99.0,38.337018,-121.332705,CA,Sacramento County,37
6.0,67.0,035120,1.0,U,2.0,,99.0,38.541204,-121.473813,CA,Sacramento County,37
6.0,67.0,035120,5.0,U,2.0,,99.0,38.541204,-121.473813,CA,Sacramento County,37
6.0,67.0,035200,1.0,U,2.0,,99.0,38.469786,-121.418048,CA,Sacramento County,37
6.0,67.0,035200,5.0,U,2.0,,99.0,38.469786,-121.418048,CA,Sacramento County,37
6.0,67.0,035210,1.0,U,2.0,,99.0,38.469786,-121.418048,CA,Sacramento County,37
6.0,67.0,035210,5.0,U,2.0,,99.0,38.469786,-121.418048,CA,Sacramento County,37
6.0,67.0,035430,1.0,U,1.0,,5.0,38.671228,-121.59102,CA,Sacramento County,37
6.0,67.0,035430,5.0,U,1.0,,5.0,38.671228,-121.59102,CA,Sacramento County,37
6.0,67.0,035440,1.0,R,2.0,,99.0,38.714326,-121.540419,CA,Sacramento County,37
6.0,67.0,035440,5.0,R,2.0,,99.0,38.714326,-121.540419,CA,Sacramento County,37
6.0,67.0,039750,3.0,U,1.0,,80.0,38.624799,-121.517122,CA,Sacramento County,37
6.0,67.0,039750,7.0,U,1.0,,80.0,38.624799,-121.517122,CA,Sacramento County,37
6.0,67.0,039800,3.0,U,1.0,,80.0,38.624834,-121.517055,CA,Sacramento County,37
6.0,67.0,039800,7.0,U,1.0,,80.0,38.624834,-121.517055,CA,Sacramento County,37
6.0,67.0,039900,3.0,U,1.0,,80.0,38.642685,-121.42916,CA,Sacramento County,37
6.0,67.0,039900,7.0,U,1.0,,80.0,38.642685,-121.42916,CA,Sacramento County,37
6.0,57.0,030400,1.0,R,3.0,,20.0,39.322363,-120.606339,CA,Nevada County,107
6.0,57.0,030400,5.0,R,3.0,,20.0,39.322363,-120.606339,CA,Nevada County,107
6.0,57.0,033210,1.0,U,3.0,,49.0,39.0426,-121.094623,CA,Nevada County,107
6.0,57.0,033210,5.0,U,3.0,,49.0,39.0426,-121.094623,CA,Nevada County,107
