,index,measurement_tstamp,travel_time_all,speed_all,travel_time_pass,speed_pass,travel_time_truck,speed_truck,year,month,day,hour,weekday,dow,peaking,tmc,road,direction,start_latitude,start_longitude,end_latitude,end_longitude,tmc_length,road_order,f_system,faciltype,thrulanes,route_numb,route_sign,aadt,aadt_singl,aadt_combi,nhs,isprimary,active_start_date,active_end_date,dir_num,urban_rural,state,county,COUNTY_ID,repcty,PCT_TYPE10,PCT_TYPE25,PCT_TYPE40,PCT_TYPE50,PCT_TYPE60,PCT_NOISE_AUTO,PCT_NOISE_MED_TRUCK,PCT_NOISE_HVY_TRUCK,PCT_NOISE_BUS,PCT_NOISE_MC,tier,VOLUME_MODIFIER,tier_volume,dayid,monthid,hourid,roadtypeid,avgspeedbinid,avgspeedbinid_pass,avgspeedbinid_truck,monthid3,VMT,MAADT,10_100,10_110,10_2,10_3,10_5,10_6,10_87,10_90,10_98,25_100,25_110,25_2,25_3,25_5,25_6,25_87,25_90,25_98,40_100,40_110,40_2,40_3,40_5,40_6,40_87,40_90,40_98,50_100,50_110,50_2,50_3,50_5,50_6,50_87,50_90,50_98,60_100,60_110,60_2,60_3,60_5,60_6,60_87,60_90,60_98
771,771,2020-02-02 03:00:00,39.52,68.11133,39.52,68.11133,,,2020,2,2,3,7,WE,AM,129+04132,I-93,NB,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,2,8,93,2,91660.5,4803,6097,1,1,2020-01-01 00:00:00-05:00,2021-01-01 00:00:00-05:00,1,U,25,17,25017,17.0,3.636368e-06,0.007997585,3.7575803e-05,0.00019151538,0.00015151534,0.007997585,0.0001709093,0.00017212142,3.7575803e-05,3.636368e-06,1.0,1.1759315872560168,1,2,2,4,4.0,15.0,15.0,15.0,120102.0,675.5178491917897,107786.47725368012,0.0169623797604192,0.01399231730223,5.2409000396728525,0.2730949918429057,0.0069178665677706,0.0004123966597641,0.2715418696122166,134.18733723958334,134.4604554020334,0.0068993222183094,0.0040236317831247,0.8688902500536123,0.0906800980699134,0.0016697527406402,0.0003174059451608,0.0163523101137319,118.30269655957908,118.43615721013238,0.0668756963330431,0.0516674862278103,0.5793336359072122,1.7410969634346618,0.0126705647604304,0.0005068828591202,0.0893058136276864,453.4005769226872,453.8237924689836,0.0624731805155987,0.0466628605484561,1.2724331788236338,0.9244190693253548,0.0067764976257513,0.0007110638049662,0.0877834740345192,294.8758847616033,295.2386209912836,0.0579212236553675,0.042647081944163,0.2678995115854891,1.302386347718581,0.0081702563605492,0.0003943549562767,0.0434646538590452,575.9307220758517,576.2245474958689
772,772,2020-02-02 04:00:00,40.53,66.414,40.62,66.26685,42.08,63.96767,2020,2,2,4,7,WE,AM,129+04132,I-93,NB,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,2,8,93,2,91660.5,4803,6097,1,1,2020-01-01 00:00:00-05:00,2021-01-01 00:00:00-05:00,1,U,25,17,25017,17.0,9.696982e-06,0.006656978,2.4242454e-05,0.00017212142,0.0002787882,0.006656978,0.00014303047,0.00030787915,2.4242454e-05,9.696982e-06,1.0,1.1759315872560168,1,2,2,5,4.0,14.0,14.0,14.0,120102.0,575.5822013011846,107786.47725368012,0.0177959831198677,0.0145027926773763,5.325666745503743,0.2818646629651387,0.0070652663707733,0.0004441199901824,0.2816129740094766,131.47266642252603,131.7587142132688,0.0075065839800327,0.0040660316471327,0.7766650108313048,0.0815785016421773,0.0014168487929964,0.000341821286448,0.0152996254709035,114.25750365648145,114.39322207993324,0.0707388527965963,0.0531903039171644,0.5891038929575582,1.6522955022153196,0.0132397903938562,0.0005458714962502,0.0945858688830784,429.1290290668781,429.5762848289866,0.0670540167967553,0.0493403580681716,1.2599203570157436,0.9104280875214108,0.007273102804045,0.0007657598159551,0.0933224650393826,292.3571397323429,292.7472604341739,0.0595011658573781,0.0425497870474008,0.2773261164663114,1.2454283901747754,0.0088404392506578,0.0004246888201484,0.0458950623476264,548.1225769507874,548.4398797092972
773,773,2020-02-02 05:00:00,38.2,70.46491,36.9,72.94742,40.78,66.00686,2020,2,2,5,7,WE,AM,129+04132,I-93,NB,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,2,8,93,2,91660.5,4803,6097,1,1,2020-01-01 00:00:00-05:00,2021-01-01 00:00:00-05:00,1,U,25,17,25017,17.0,7.272736e-06,0.012766076,7.1515235e-05,0.00020242449,0.0003903035,0.012766076,0.0001600002,0.0004327278,7.1515235e-05,7.272736e-06,1.0,1.1759315872560168,1,2,2,6,4.0,15.0,16.0,14.0,120102.0,1082.9777003187787,107786.47725368012,0.0162263887080674,0.0134493868633095,5.051233291625977,0.2596069971720378,0.0066778001685937,0.0003849033188695,0.2596548449752542,133.07766723632812,133.33722106871815,0.0068861898967998,0.0042486776044695,1.0590282209676385,0.1019747141497566,0.0020096603426364,0.0002962459554545,0.0181232640999998,123.93182101913897,124.06586013252524,0.0707388527965963,0.0531903039171644,0.5891038929575582,1.6522955022153196,0.0132397903938562,0.0005458714962502,0.0945858688830784,429.1290290668781,429.5762848289866,0.0670540167967553,0.0493403580681716,1.2599203570157436,0.9104280875214108,0.007273102804045,0.0007657598159551,0.0933224650393826,292.3571397323429,292.7472604341739,0.0595011658573781,0.0425497870474008,0.2773261164663114,1.2454283901747754,0.0088404392506578,0.0004246888201484,0.0458950623476264,548.1225769507874,548.4398797092972
774,774,2020-02-02 06:00:00,39.19,68.68486,39.15,68.755035,42.32,63.604904,2020,2,2,6,7,WE,AM,129+04132,I-93,NB,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,2,8,93,2,91660.5,4803,6097,1,1,2020-01-01 00:00:00-05:00,2021-01-01 00:00:00-05:00,1,U,25,17,25017,17.0,1.333335e-05,0.022521239,0.0001333335,0.000385455,0.000395152,0.022521239,0.0002884852,0.0004921218,0.0001333335,1.333335e-05,1.0,1.1759315872560168,1,2,2,7,4.0,15.0,15.0,14.0,120102.0,1889.7892398714282,107786.47725368012,0.0169623797604192,0.01399231730223,5.2409000396728525,0.2730949918429057,0.0069178665677706,0.0004123966597641,0.2715418696122166,134.18733723958334,134.4604554020334,0.0068993222183094,0.0040236317831247,0.8688902500536123,0.0906800980699134,0.0016697527406402,0.0003174059451608,0.0163523101137319,118.30269655957908,118.43615721013238,0.0707388527965963,0.0531903039171644,0.5891038929575582,1.6522955022153196,0.0132397903938562,0.0005458714962502,0.0945858688830784,429.1290290668781,429.5762848289866,0.0670540167967553,0.0493403580681716,1.2599203570157436,0.9104280875214108,0.007273102804045,0.0007657598159551,0.0933224650393826,292.3571397323429,292.7472604341739,0.0595011658573781,0.0425497870474008,0.2773261164663114,1.2454283901747754,0.0088404392506578,0.0004246888201484,0.0458950623476264,548.1225769507874,548.4398797092972
775,775,2020-02-02 07:00:00,37.05,72.652084,35.8,75.18881,43.41,62.007824,2020,2,2,7,7,WE,AM,129+04132,I-93,NB,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,2,8,93,2,91660.5,4803,6097,1,1,2020-01-01 00:00:00-05:00,2021-01-01 00:00:00-05:00,1,U,25,17,25017,17.0,1.0909104e-05,0.034584284,0.0001175759,0.00046060662,0.00040848536,0.034584284,0.00036121256,0.0005078794,0.0001175759,1.0909104e-05,1.0,1.1759315872560168,1,2,2,8,4.0,16.0,16.0,13.0,120102.0,2867.653702192679,107786.47725368012,0.0162263887080674,0.0134493868633095,5.051233291625977,0.2596069971720378,0.0066778001685937,0.0003849033188695,0.2596548449752542,133.07766723632812,133.33722106871815,0.0068861898967998,0.0042486776044695,1.0590282209676385,0.1019747141497566,0.0020096603426364,0.0002962459554545,0.0181232640999998,123.93182101913897,124.06586013252524,0.0750493228423352,0.0548585850338552,0.6010009519972308,1.5586626911603878,0.0139036351680225,0.0005913616075547,0.1007707881517224,403.62063475332326,404.0959331901937,0.072514789787485,0.0526355378265511,1.2564346356513625,0.8981620402673204,0.0078483666246626,0.0008295730901105,0.0999170237391228,290.71849823024013,291.1404815872923,0.061057018568289,0.0422168116909115,0.2880741014329577,1.1794027147622108,0.0096224833356598,0.0004600784630212,0.0487704561762751,515.6701941579278,516.0148906315131
776,776,2020-02-02 08:00:00,36.68,73.38494,36.22,74.31694,42.73,62.99461,2020,2,2,8,7,WE,AM,129+04132,I-93,NB,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,2,8,93,2,91660.5,4803,6097,1,1,2020-01-01 00:00:00-05:00,2021-01-01 00:00:00-05:00,1,U,25,17,25017,17.0,1.333335e-05,0.039357625,9.575769e-05,0.0004933339,0.0004533339,0.039357625,0.00035636406,0.00059030374,9.575769e-05,1.333335e-05,1.0,1.1759315872560168,1,2,2,9,4.0,16.0,16.0,14.0,120102.0,3257.041263657665,107786.47725368012,0.0176767224523549,0.0147323867762073,5.051233291625977,0.2596069971720378,0.0066778001685937,0.0003849033188695,0.259645853099452,133.07766723632812,133.33722106871815,0.0073522621706583,0.0046609665902574,1.0590283338144904,0.1019747141459497,0.0020096619180505,0.0002962459554545,0.0181183183317016,123.93182101913897,124.06586016560892,0.0708139412473276,0.0532566468954719,0.5891038929575582,1.6522944125793242,0.0132397903926196,0.0005458714962502,0.0945858291800744,429.1290290668781,429.57628482896064,0.0682626966021055,0.0504096755454827,1.2599203570157436,0.910428154360686,0.0072731034509378,0.0007657598159551,0.093320183085845,292.3571397323429,292.74726044775866,0.0595011658573781,0.0425497747859529,0.2773261164663114,1.2454283889944096,0.0088404392482626,0.0004246888201484,0.045894938341793,548.1225769507874,548.439879709247
777,777,2020-02-02 09:00:00,37.54,71.70377,37.37,72.02996,42.82,62.862206,2020,2,2,9,7,WE,AM,129+04132,I-93,NB,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,2,8,93,2,91660.5,4803,6097,1,1,2020-01-01 00:00:00-05:00,2021-01-01 00:00:00-05:00,1,U,25,17,25017,17.0,1.6969718e-05,0.047667935,0.00010060618,0.00050060666,0.0004593945,0.047667935,0.0003745459,0.0005854553,0.00010060618,1.6969718e-05,1.0,1.1759315872560168,1,2,2,10,4.0,15.0,15.0,14.0,120102.0,3928.55370674537,107786.47725368012,0.0184698793261001,0.0153258843056391,5.2409000396728525,0.2730949918429057,0.0069178665677706,0.0004123966597641,0.2715323082738905,134.18733723958334,134.4604554020334,0.007329271077095,0.0044039768353756,0.8688920091673022,0.090680099196875,0.0016697542710943,0.0003174059451608,0.0163470026099549,118.30271288001,118.43617356270283,0.0708139412473276,0.0532566468954719,0.5891038929575582,1.6522944125793242,0.0132397903926196,0.0005458714962502,0.0945858291800744,429.1290290668781,429.57628482896064,0.0682626966021055,0.0504096755454827,1.2599203570157436,0.910428154360686,0.0072731034509378,0.0007657598159551,0.093320183085845,292.3571397323429,292.74726044775866,0.0595011658573781,0.0425497747859529,0.2773261164663114,1.2454283889944096,0.0088404392482626,0.0004246888201484,0.045894938341793,548.1225769507874,548.439879709247
778,778,2020-02-02 10:00:00,37.43,71.9145,37.24,72.28141,44.51,60.47539,2020,2,2,10,7,WE,AM,129+04132,I-93,NB,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,2,8,93,2,91660.5,4803,6097,1,1,2020-01-01 00:00:00-05:00,2021-01-01 00:00:00-05:00,1,U,25,17,25017,17.0,1.818184e-05,0.057779465,0.00012242439,0.0005224249,0.000395152,0.057779465,0.00035030345,0.0005672734,0.00012242439,1.818184e-05,1.0,1.1759315872560168,1,2,2,11,4.0,15.0,15.0,13.0,120102.0,4741.9105470343675,107786.47725368012,0.0169623797604192,0.01399231730223,5.2409000396728525,0.2730949918429057,0.0069178665677706,0.0004123966597641,0.2715418696122166,134.18733723958334,134.4604554020334,0.0068993222183094,0.0040236317831247,0.8688902500536123,0.0906800980699134,0.0016697527406402,0.0003174059451608,0.0163523101137319,118.30269655957908,118.43615721013238,0.0750493228423352,0.0548585850338552,0.6010009519972308,1.5586626911603878,0.0139036351680225,0.0005913616075547,0.1007707881517224,403.62063475332326,404.0959331901937,0.072514789787485,0.0526355378265511,1.2564346356513625,0.8981620402673204,0.0078483666246626,0.0008295730901105,0.0999170237391228,290.71849823024013,291.1404815872923,0.061057018568289,0.0422168116909115,0.2880741014329577,1.1794027147622108,0.0096224833356598,0.0004600784630212,0.0487704561762751,515.6701941579278,516.0148906315131
779,779,2020-02-02 11:00:00,37.61,71.57032,37.3,72.16514,42.52,63.30573,2020,2,2,11,7,WE,AM,129+04132,I-93,NB,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,2,8,93,2,91660.5,4803,6097,1,1,2020-01-01 00:00:00-05:00,2021-01-01 00:00:00-05:00,1,U,25,17,25017,17.0,2.5454576e-05,0.06410675,0.000105454674,0.00048242483,0.00040848536,0.06410675,0.0003745459,0.00051636423,0.000105454674,2.5454576e-05,1.0,1.1759315872560168,1,2,2,12,4.0,15.0,15.0,14.0,120102.0,5248.915217973407,107786.47725368012,0.0169623797604192,0.01399231730223,5.2409000396728525,0.2730949918429057,0.0069178665677706,0.0004123966597641,0.2715418696122166,134.18733723958334,134.4604554020334,0.0068993222183094,0.0040236317831247,0.8688902500536123,0.0906800980699134,0.0016697527406402,0.0003174059451608,0.0163523101137319,118.30269655957908,118.43615721013238,0.0707388527965963,0.0531903039171644,0.5891038929575582,1.6522955022153196,0.0132397903938562,0.0005458714962502,0.0945858688830784,429.1290290668781,429.5762848289866,0.0670540167967553,0.0493403580681716,1.2599203570157436,0.9104280875214108,0.007273102804045,0.0007657598159551,0.0933224650393826,292.3571397323429,292.7472604341739,0.0595011658573781,0.0425497870474008,0.2773261164663114,1.2454283901747754,0.0088404392506578,0.0004246888201484,0.0458950623476264,548.1225769507874,548.4398797092972
780,780,2020-02-02 12:00:00,38.57,69.78895,38.19,70.48336,44.87,59.990185,2020,2,2,12,7,WE,AM,129+04132,I-93,NB,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,2,8,93,2,91660.5,4803,6097,1,1,2020-01-01 00:00:00-05:00,2021-01-01 00:00:00-05:00,1,U,25,17,25017,17.0,2.5454576e-05,0.06597826,0.000128485,0.000533334,0.00033333374,0.06597826,0.0003963641,0.0004703036,0.000128485,2.5454576e-05,1.0,1.1759315872560168,1,2,2,13,4.0,15.0,15.0,13.0,120102.0,5399.648308160047,107786.47725368012,0.0156764803299058,0.0128548172942827,5.2409000396728525,0.2730949918429057,0.0069178665677706,0.0004123966597641,0.2715529262010629,134.18733723958334,134.4604554020334,0.0065325852453554,0.0036992151917403,0.8688920091673022,0.0906800980659034,0.0016697542747434,0.0003174059451608,0.0163585543726961,118.30269655957908,118.43615724234856,0.0749880059748836,0.0548043452417911,0.601000799465102,1.5586610680138575,0.0139036351618109,0.0005913616075547,0.100771210015148,403.62063475332326,404.0959331900633,0.0714193605469924,0.051666499558948,1.2564342189360518,0.8981620402673204,0.0078483666138611,0.0008295730901105,0.0999196661213803,290.71849823024013,291.14048158706544,0.061057018568289,0.0422168116909115,0.2880738835032013,1.1794027147622108,0.0096224833356598,0.0004600784630212,0.0487704590542383,515.6701941579278,516.0148906315131
781,781,2020-02-02 13:00:00,37.67,71.45632,37.55,71.68468,42.06,63.99809,2020,2,2,13,7,WE,AM,129+04132,I-93,NB,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,2,8,93,2,91660.5,4803,6097,1,1,2020-01-01 00:00:00-05:00,2021-01-01 00:00:00-05:00,1,U,25,17,25017,17.0,2.1818209e-05,0.068855844,0.000105454674,0.00045818236,0.00024484878,0.068855844,0.00034545496,0.00035757618,0.000105454674,2.1818209e-05,1.0,1.1759315872560168,1,2,2,14,4.0,15.0,15.0,14.0,120102.0,5616.224858497689,107786.47725368012,0.0156764803299058,0.0128548172942827,5.2409000396728525,0.2730949918429057,0.0069178665677706,0.0004123966597641,0.2715529262010629,134.18733723958334,134.4604554020334,0.0065325852453554,0.0036992151917403,0.8688920091673022,0.0906800980659034,0.0016697542747434,0.0003174059451608,0.0163585543726961,118.30269655957908,118.43615724234856,0.070674790805822,0.0531336350784479,0.5891038879101262,1.6522944136420576,0.0132397903889271,0.0005458714962502,0.0945862145085622,429.1290290668781,429.5762848288831,0.0660230093867571,0.0484283118370313,1.2599199194646675,0.910428088986372,0.0072731023408172,0.0007657595098515,0.09332482935131,292.3571397323429,292.747260329554,0.0595011658573781,0.0425497870474008,0.2773261142629774,1.2454283880215171,0.0088404392506578,0.0004246888201484,0.0458950669206819,548.1225769507874,548.4398797092972
782,782,2020-02-02 14:00:00,38.68,69.59048,38.63,69.68055,42.73,62.99461,2020,2,2,14,7,WE,AM,129+04132,I-93,NB,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,2,8,93,2,91660.5,4803,6097,1,1,2020-01-01 00:00:00-05:00,2021-01-01 00:00:00-05:00,1,U,25,17,25017,17.0,1.818184e-05,0.070484936,0.00010787892,0.0004109096,0.00018060628,0.070484936,0.00030545492,0.00028606094,0.00010787892,1.818184e-05,1.0,1.1759315872560168,1,2,2,15,4.0,15.0,15.0,14.0,120102.0,5738.433428548143,107786.47725368012,0.01457964683262,0.0118845170072744,5.2409000396728525,0.2730949918429057,0.0069178665677706,0.0004123966597641,0.2719822025683243,134.18733723958334,134.4604554020334,0.0062197640589137,0.0034224829388063,0.8688918348239492,0.0906800980659033,0.0016697542863361,0.0003174059451608,0.0163734148881438,118.30269655957908,118.436157242592,0.0706201465709374,0.0530853108391085,0.5891038929575582,1.652294413642384,0.0132397902632636,0.0005458714962502,0.0945876570007416,429.1290290668781,429.57628482624415,0.0651435731135007,0.0476503455134635,1.2599198215581393,0.9104280875214108,0.0072731023356323,0.0007657595084414,0.0933348688795407,292.3571397323429,292.74726032900804,0.0595011658573781,0.0425497870474008,0.2773261164663114,1.2454283901747754,0.0088404392506578,0.0004246888201484,0.0458950808573801,548.1225769507874,548.4398797092972
783,783,2020-02-02 15:00:00,37.83,71.1541,37.83,71.1541,,,2020,2,2,15,7,WE,AM,129+04132,I-93,NB,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,2,8,93,2,91660.5,4803,6097,1,1,2020-01-01 00:00:00-05:00,2021-01-01 00:00:00-05:00,1,U,25,17,25017,17.0,2.1818209e-05,0.06914675,0.00013212138,0.00028121247,0.00018424264,0.06914675,0.00021575784,0.00024969727,0.00013212138,2.1818209e-05,1.0,1.1759315872560168,1,2,2,16,4.0,15.0,15.0,15.0,120102.0,5622.672658624464,107786.47725368012,0.01457964683262,0.0118845170072744,5.2409000396728525,0.2730949918429057,0.0069178665677706,0.0004123966597641,0.2719822025683243,134.18733723958334,134.4604554020334,0.0062197640589137,0.0034224829388063,0.8688918348239492,0.0906800980659033,0.0016697542863361,0.0003174059451608,0.0163734148881438,118.30269655957908,118.436157242592,0.0667607218508021,0.0515658705634777,0.5793336359072122,1.7410969623716024,0.0126705646360314,0.000506882727997,0.0893073346716487,453.4005769226872,453.82379242572296,0.0606405376256803,0.0450416649847612,1.2724331773861268,0.924419069402452,0.0067764972268953,0.0007110638049662,0.0877949269986812,294.8758847616033,295.2386209829076,0.0579212236553675,0.042647081944163,0.2678995115854891,1.302386347718581,0.0081702563615215,0.0003943549562767,0.0434646698883508,575.9307220758517,576.2245474958894
784,784,2020-02-02 16:00:00,38.6,69.7347,38.37,70.15271,44.18,60.92711,2020,2,2,16,7,WE,AM,129+04132,I-93,NB,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,2,8,93,2,91660.5,4803,6097,1,1,2020-01-01 00:00:00-05:00,2021-01-01 00:00:00-05:00,1,U,25,17,25017,17.0,2.303033e-05,0.06782553,0.00014545472,0.00024121242,0.00014666685,0.06782553,0.0002084851,0.00017939416,0.00014545472,2.303033e-05,1.0,1.1759315872560168,1,2,2,17,4.0,15.0,15.0,13.0,120102.0,5511.111545441955,107786.47725368012,0.01457964683262,0.0118845170072744,5.2409000396728525,0.2730949918429057,0.0069178665677706,0.0004123966597641,0.2719822025683243,134.18733723958334,134.4604554020334,0.0062197640589137,0.0034224829388063,0.8688918348239492,0.0906800980659033,0.0016697542863361,0.0003174059451608,0.0163734148881438,118.30269655957908,118.436157242592,0.0749357057448007,0.0547580923750532,0.6010009519972308,1.5586616025864446,0.0139036350328317,0.0005913616075547,0.1007725669232012,403.62063475332326,404.0959331873547,0.0704849664843095,0.0508399159165284,1.2564348713816187,0.8981620402673204,0.0078483668833104,0.0008295730901105,0.0999305479564428,290.71849823024013,291.1404815927239,0.061057018568289,0.0422168116909115,0.2880741014329577,1.1794027147622108,0.0096224833356598,0.0004600784630212,0.0487704762359404,515.6701941579278,516.0148906315131
785,785,2020-02-02 17:00:00,38.78,69.411026,38.38,70.13444,43.99,61.19026,2020,2,2,17,7,WE,AM,129+04132,I-93,NB,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,2,8,93,2,91660.5,4803,6097,1,1,2020-01-01 00:00:00-05:00,2021-01-01 00:00:00-05:00,1,U,25,17,25017,17.0,1.2121227e-05,0.06250674,0.00012727288,0.00017212142,0.00016363656,0.06250674,0.00015636382,0.00017939416,0.00012727288,1.2121227e-05,1.0,1.1759315872560168,1,2,2,18,4.0,15.0,15.0,13.0,120102.0,5075.90845504486,107786.47725368012,0.0156764803299058,0.0128548172942827,5.2409000396728525,0.2730949918429057,0.0069178665677706,0.0004123966597641,0.2715529262010629,134.18733723958334,134.4604554020334,0.0065325852453554,0.0036992151917403,0.8688920091673022,0.0906800980659034,0.0016697542747434,0.0003174059451608,0.0163585543726961,118.30269655957908,118.43615724234856,0.0749880059748836,0.0548043452417911,0.601000799465102,1.5586610680138575,0.0139036351618109,0.0005913616075547,0.100771210015148,403.62063475332326,404.0959331900633,0.0714193605469924,0.051666499558948,1.2564342189360518,0.8981620402673204,0.0078483666138611,0.0008295730901105,0.0999196661213803,290.71849823024013,291.14048158706544,0.061057018568289,0.0422168116909115,0.2880738835032013,1.1794027147622108,0.0096224833356598,0.0004600784630212,0.0487704590542383,515.6701941579278,516.0148906315131
786,786,2020-02-02 18:00:00,38.77,69.42893,38.62,69.69859,46.41,57.99956,2020,2,2,18,7,WE,AM,129+04132,I-93,NB,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,2,8,93,2,91660.5,4803,6097,1,1,2020-01-01 00:00:00-05:00,2021-01-01 00:00:00-05:00,1,U,25,17,25017,17.0,8.484859e-06,0.05479037,0.00011030316,0.00015636382,0.0001551517,0.05479037,0.00014545472,0.00016606081,0.00011030316,8.484859e-06,1.0,1.1759315872560168,1,2,2,19,4.0,15.0,15.0,13.0,120102.0,4450.407292690467,107786.47725368012,0.0156764803299058,0.0128548172942827,5.2409000396728525,0.2730949918429057,0.0069178665677706,0.0004123966597641,0.2715529262010629,134.18733723958334,134.4604554020334,0.0065325852453554,0.0036992151917403,0.8688920091673022,0.0906800980659034,0.0016697542747434,0.0003174059451608,0.0163585543726961,118.30269655957908,118.43615724234856,0.0749880059748836,0.0548043452417911,0.601000799465102,1.5586610680138575,0.0139036351618109,0.0005913616075547,0.100771210015148,403.62063475332326,404.0959331900633,0.0714193605469924,0.051666499558948,1.2564342189360518,0.8981620402673204,0.0078483666138611,0.0008295730901105,0.0999196661213803,290.71849823024013,291.14048158706544,0.061057018568289,0.0422168116909115,0.2880738835032013,1.1794027147622108,0.0096224833356598,0.0004600784630212,0.0487704590542383,515.6701941579278,516.0148906315131
787,787,2020-02-02 19:00:00,38.08,70.686966,38.08,70.686966,,,2020,2,2,19,7,WE,AM,129+04132,I-93,NB,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,2,8,93,2,91660.5,4803,6097,1,1,2020-01-01 00:00:00-05:00,2021-01-01 00:00:00-05:00,1,U,25,17,25017,17.0,1.0909104e-05,0.047386725,0.00014303047,0.00011636378,0.00014545472,0.047386725,0.00010303043,0.00015878807,0.00014303047,1.0909104e-05,1.0,1.1759315872560168,1,2,2,20,4.0,15.0,15.0,15.0,120102.0,3852.5515687637853,107786.47725368012,0.0156764803299058,0.0128548172942827,5.2409000396728525,0.2730949918429057,0.0069178665677706,0.0004123966597641,0.2715529262010629,134.18733723958334,134.4604554020334,0.0065325852453554,0.0036992151917403,0.8688920091673022,0.0906800980659034,0.0016697542747434,0.0003174059451608,0.0163585543726961,118.30269655957908,118.43615724234856,0.0668135326190819,0.0516125365128366,0.5793336359072122,1.741096835809217,0.0126705647604304,0.0005068828591202,0.0893061757510708,453.4005769226872,453.8237924689835,0.0614842560680475,0.0457879552052715,1.2724331783759903,0.9244190693253548,0.0067764983784123,0.0007110638049662,0.087785660798732,294.87588476160323,295.2386210070894,0.0579212236553675,0.042647081944163,0.2678995115854891,1.302386347718581,0.0081702563605131,0.0003943549562767,0.0434646559595246,575.9307220758517,576.2245474958683
788,788,2020-02-02 20:00:00,39.81,67.615166,39.5,68.14581,42.06,63.99809,2020,2,2,20,7,WE,AM,129+04132,I-93,NB,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,2,8,93,2,91660.5,4803,6097,1,1,2020-01-01 00:00:00-05:00,2021-01-01 00:00:00-05:00,1,U,25,17,25017,17.0,7.272736e-06,0.03950308,8.00001e-05,8.969708e-05,0.00015636382,0.03950308,8.363646e-05,0.00016242443,8.00001e-05,7.272736e-06,1.0,1.1759315872560168,1,2,2,21,4.0,15.0,15.0,14.0,120102.0,3210.541504119814,107786.47725368012,0.0156764803299058,0.0128548172942827,5.2409000396728525,0.2730949918429057,0.0069178665677706,0.0004123966597641,0.2715529262010629,134.18733723958334,134.4604554020334,0.0065325852453554,0.0036992151917403,0.8688920091673022,0.0906800980659034,0.0016697542747434,0.0003174059451608,0.0163585543726961,118.30269655957908,118.43615724234856,0.070674790805822,0.0531336350784479,0.5891038879101262,1.6522944136420576,0.0132397903889271,0.0005458714962502,0.0945862145085622,429.1290290668781,429.5762848288831,0.0660230093867571,0.0484283118370313,1.2599199194646675,0.910428088986372,0.0072731023408172,0.0007657595098515,0.09332482935131,292.3571397323429,292.747260329554,0.0595011658573781,0.0425497870474008,0.2773261142629774,1.2454283880215171,0.0088404392506578,0.0004246888201484,0.0458950669206819,548.1225769507874,548.4398797092972
789,789,2020-02-02 21:00:00,38.68,69.59048,38.06,70.724106,44.86,60.00356,2020,2,2,21,7,WE,AM,129+04132,I-93,NB,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,2,8,93,2,91660.5,4803,6097,1,1,2020-01-01 00:00:00-05:00,2021-01-01 00:00:00-05:00,1,U,25,17,25017,17.0,8.484859e-06,0.03545701,6.9090995e-05,8.242434e-05,0.0001393941,0.03545701,7.030312e-05,0.00015151534,6.9090995e-05,8.484859e-06,1.0,1.1759315872560168,1,2,2,22,4.0,15.0,15.0,13.0,120102.0,2881.720810925215,107786.47725368012,0.0169623797604192,0.01399231730223,5.2409000396728525,0.2730949918429057,0.0069178665677706,0.0004123966597641,0.2715418696122166,134.18733723958334,134.4604554020334,0.0068993222183094,0.0040236317831247,0.8688902500536123,0.0906800980699134,0.0016697527406402,0.0003174059451608,0.0163523101137319,118.30269655957908,118.43615721013238,0.0750493228423352,0.0548585850338552,0.6010009519972308,1.5586626911603878,0.0139036351680225,0.0005913616075547,0.1007707881517224,403.62063475332326,404.0959331901937,0.072514789787485,0.0526355378265511,1.2564346356513625,0.8981620402673204,0.0078483666246626,0.0008295730901105,0.0999170237391228,290.71849823024013,291.1404815872923,0.061057018568289,0.0422168116909115,0.2880741014329577,1.1794027147622108,0.0096224833356598,0.0004600784630212,0.0487704561762751,515.6701941579278,516.0148906315131
