tmc,date,hour,road,direction,state,county,start_latitude,start_longitude,end_latitude,end_longitude,tmc_length,road_order,f_system,thrulanes,MAADT,aadt,aadt_singl,aadt_combi,travel_time_all,travel_time_pass,travel_time_truck,speed_all,speed_pass,speed_truck,PCT_NOISE_AUTO,PCT_NOISE_MED_TRUCK,PCT_NOISE_HVY_TRUCK,PCT_NOISE_BUS,PCT_NOISE_MC
129+04132,2020-02-03,18,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,54.61,54.36,106.64,49.2906,49.517284,25.241556,0.06336384,0.00027927483,0.00031712317,0.00013648339,2.2938384e-05
129+04132,2020-02-03,19,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,40.16,40.16,,67.02589,67.02589,,0.054261893,0.00023798573,0.00028214214,0.00010436965,1.433649e-05
129+04132,2020-02-03,20,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,38.47,38.33,42.33,69.97036,70.22592,63.589878,0.04265851,0.00016286253,0.0002528957,9.060662e-05,6.3080556e-06
129+04132,2020-02-03,21,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,39.26,39.04,44.49,68.56239,68.94876,60.502575,0.03474133,0.0001250142,0.00023397151,7.397629e-05,8.028434e-06
129+04132,2020-02-03,22,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,39.51,39.4,40.78,68.12856,68.31877,66.00686,0.030443823,0.000120999975,0.0002586303,8.257818e-05,9.748813e-06
129+04132,2020-02-03,23,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,37.82,37.82,,71.17291,71.17291,,0.023479156,9.8061595e-05,0.00029017054,5.505212e-05,6.881515e-06
129+04132,2020-02-04,0,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,40.8,40.63,41.71,65.9745,66.25054,64.53511,0.011507041,0.00010322273,0.00024888146,4.128909e-05,5.1611364e-06
129+04132,2020-02-04,1,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,43.89,44.21,41.41,61.329678,60.885765,65.00265,0.0066119893,0.00014107107,0.00028902365,2.752606e-05,9.175354e-06
129+04132,2020-02-04,2,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,40.3,40.01,44.13,66.793045,67.27717,60.99614,0.004161023,0.00022594308,0.00033662078,2.924644e-05,1.0895732e-05
129+04132,2020-02-04,3,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,40.06,38.27,42.35,67.1932,70.33602,63.55985,0.0037762315,0.00025518952,0.00040428902,4.415639e-05,1.2616111e-05
129+04132,2020-02-04,4,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,37.22,36.66,40.38,72.320244,73.42497,66.66071,0.007429169,0.00024544072,0.000588943,4.300947e-05,1.6056869e-05
129+04132,2020-02-04,5,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,40.96,40.83,41.54,65.71679,65.926025,64.79922,0.020205276,0.00033547386,0.0009066396,6.6521316e-05,2.98199e-05
129+04132,2020-02-04,6,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,40.36,40.15,43.53,66.69375,67.04258,61.836884,0.03973043,0.00051152596,0.001079251,0.00013132225,4.0715633e-05
129+04132,2020-02-04,7,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,60.32,60.27,74.98,44.62466,44.661682,35.8997,0.062146965,0.0005344644,0.0010918671,0.00016630329,5.562558e-05
129+04132,2020-02-04,8,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,75.44,75.84,78.51,35.6808,35.49261,34.285564,0.055862993,0.0006004122,0.0012719334,0.00014451183,5.275828e-05
129+04132,2020-02-04,9,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,40.23,39.99,44.05,66.90926,67.310814,61.106915,0.04478949,0.00074263016,0.0015403125,0.0001548341,4.9890987e-05
129+04132,2020-02-04,10,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,41.01,40.91,41.93,65.636665,65.797104,64.19651,0.044017613,0.00090319884,0.0017427438,0.00016286253,6.078672e-05
129+04132,2020-02-04,11,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,40.24,39.84,44.76,66.89263,67.56425,60.137615,0.046965193,0.0010809713,0.0019038859,0.00015942178,5.275828e-05
129+04132,2020-02-04,12,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,39.48,39.38,40.82,68.180336,68.35347,65.94218,0.05207931,0.0010230519,0.0016928527,0.00014508527,4.530331e-05
129+04132,2020-02-04,13,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,40.52,40.46,42.75,66.4304,66.52891,62.965137,0.060345154,0.0009490756,0.0015861893,0.00013705685,5.1037903e-05
129+04132,2020-02-04,14,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,46.31,46.31,46.43,58.1248,58.1248,57.974575,0.06568292,0.0007718766,0.001157815,0.00013648339,4.6450226e-05
129+04132,2020-02-04,15,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,110.46,110.93,84.79,24.368637,24.265388,31.746191,0.06520465,0.000525289,0.00068757805,0.00012788149,4.014217e-05
129+04132,2020-02-04,16,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,113.38,113.44,119.92,23.741045,23.728487,22.446295,0.063287005,0.00041977243,0.000525289,0.0001433649,3.4981036e-05
129+04132,2020-02-04,17,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,102.23,102.23,104.96,26.330427,26.330427,25.645575,0.06422748,0.00034006155,0.00032801888,0.00015884831,2.637914e-05
129+04132,2020-02-04,18,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,45.63,45.57,52.78,58.991005,59.068676,50.999615,0.06336384,0.00027927483,0.00031712317,0.00013648339,2.2938384e-05
129+04132,2020-02-04,19,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,40.41,40.41,42.06,66.61122,66.61122,63.99809,0.054261893,0.00023798573,0.00028214214,0.00010436965,1.433649e-05
129+04132,2020-02-04,20,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,39.13,38.92,41.64,68.79018,69.16135,64.6436,0.04265851,0.00016286253,0.0002528957,9.060662e-05,6.3080556e-06
129+04132,2020-02-04,21,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,38.96,38.81,45.27,69.09034,69.35737,59.46012,0.03474133,0.0001250142,0.00023397151,7.397629e-05,8.028434e-06
129+04132,2020-02-04,22,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,38.99,38.99,42.06,69.03718,69.03718,63.99809,0.030443823,0.000120999975,0.0002586303,8.257818e-05,9.748813e-06
129+04132,2020-02-04,23,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,39.57,39.03,40.99,68.02526,68.96642,65.66869,0.023479156,9.8061595e-05,0.00029017054,5.505212e-05,6.881515e-06
129+04132,2020-02-05,0,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,39.94,39.3,41.52,67.39508,68.49261,64.83044,0.011507041,0.00010322273,0.00024888146,4.128909e-05,5.1611364e-06
129+04132,2020-02-05,1,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,42.36,42.76,41.12,63.544846,62.950413,65.46108,0.0066119893,0.00014107107,0.00028902365,2.752606e-05,9.175354e-06
129+04132,2020-02-05,2,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,42.14,42.37,40.78,63.87659,63.529846,66.00686,0.004161023,0.00022594308,0.00033662078,2.924644e-05,1.0895732e-05
129+04132,2020-02-05,3,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,40.62,40.62,,66.26685,66.26685,,0.0037762315,0.00025518952,0.00040428902,4.415639e-05,1.2616111e-05
129+04132,2020-02-05,4,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,41.48,41.43,42.76,64.89295,64.97127,62.950413,0.007429169,0.00024544072,0.000588943,4.300947e-05,1.6056869e-05
129+04132,2020-02-05,5,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,41.06,41.06,42.32,65.55674,65.55674,63.604904,0.020205276,0.00033547386,0.0009066396,6.6521316e-05,2.98199e-05
129+04132,2020-02-05,6,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,41.17,40.81,45.28,65.38158,65.958336,59.446987,0.03973043,0.00051152596,0.001079251,0.00013132225,4.0715633e-05
129+04132,2020-02-05,7,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,46.29,46.35,43.3,58.149918,58.074642,62.165348,0.062146965,0.0005344644,0.0010918671,0.00016630329,5.562558e-05
129+04132,2020-02-05,8,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,74.69,74.66,100.31,36.03909,36.05357,26.83441,0.055862993,0.0006004122,0.0012719334,0.00014451183,5.275828e-05
129+04132,2020-02-05,9,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,40.99,40.84,42.52,65.66869,65.90988,63.30573,0.04478949,0.00074263016,0.0015403125,0.0001548341,4.9890987e-05
129+04132,2020-02-05,10,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,40.43,40.03,42.87,66.57827,67.24356,62.788887,0.044017613,0.00090319884,0.0017427438,0.00016286253,6.078672e-05
129+04132,2020-02-05,11,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,41.07,40.89,42.77,65.54077,65.829285,62.93569,0.046965193,0.0010809713,0.0019038859,0.00015942178,5.275828e-05
129+04132,2020-02-05,12,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,40.44,40.15,42.5,66.56181,67.04258,63.33552,0.05207931,0.0010230519,0.0016928527,0.00014508527,4.530331e-05
129+04132,2020-02-05,13,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,40.94,40.63,43.88,65.74889,66.25054,61.343655,0.060345154,0.0009490756,0.0015861893,0.00013705685,5.1037903e-05
129+04132,2020-02-05,14,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,42.38,42.21,44.77,63.514854,63.77066,60.12418,0.06568292,0.0007718766,0.001157815,0.00013648339,4.6450226e-05
129+04132,2020-02-05,15,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,64.59,64.46,57.81,41.674557,41.758602,46.56218,0.06520465,0.000525289,0.00068757805,0.00012788149,4.014217e-05
129+04132,2020-02-05,16,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,75.23,75.32,72.26,35.780403,35.737648,37.251034,0.063287005,0.00041977243,0.000525289,0.0001433649,3.4981036e-05
129+04132,2020-02-05,17,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,45.36,45.28,48.37,59.342144,59.446987,55.64936,0.06422748,0.00034006155,0.00032801888,0.00015884831,2.637914e-05
129+04132,2020-02-05,18,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,45.37,45.31,47.8,59.329063,59.407627,56.31296,0.06336384,0.00027927483,0.00031712317,0.00013648339,2.2938384e-05
129+04132,2020-02-05,19,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,40.26,40.18,43.26,66.859406,66.99252,62.222828,0.054261893,0.00023798573,0.00028214214,0.00010436965,1.433649e-05
129+04132,2020-02-05,20,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,38.83,38.65,42.49,69.32165,69.64449,63.350426,0.04265851,0.00016286253,0.0002528957,9.060662e-05,6.3080556e-06
129+04132,2020-02-05,21,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,38.89,38.84,44.86,69.2147,69.3038,60.00356,0.03474133,0.0001250142,0.00023397151,7.397629e-05,8.028434e-06
129+04132,2020-02-05,22,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,38.57,38.23,41.26,69.78895,70.409615,65.23896,0.030443823,0.000120999975,0.0002586303,8.257818e-05,9.748813e-06
129+04132,2020-02-05,23,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,38.6,38.1,42.74,69.7347,70.64986,62.97987,0.023479156,9.8061595e-05,0.00029017054,5.505212e-05,6.881515e-06
129+04132,2020-02-06,0,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,39.28,38.57,42.85,68.52748,69.78895,62.818195,0.011507041,0.00010322273,0.00024888146,4.128909e-05,5.1611364e-06
129+04132,2020-02-06,1,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,40.52,40.52,40.5,66.4304,66.4304,66.4632,0.0066119893,0.00014107107,0.00028902365,2.752606e-05,9.175354e-06
129+04132,2020-02-06,2,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,43.16,44.03,42.93,62.366997,61.13467,62.701134,0.004161023,0.00022594308,0.00033662078,2.924644e-05,1.0895732e-05
129+04132,2020-02-06,3,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,49.34,48.3,61.2,54.55532,55.73001,43.983,0.0037762315,0.00025518952,0.00040428902,4.415639e-05,1.2616111e-05
129+04132,2020-02-06,4,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,51.77,52.32,49.4,51.994583,51.448006,54.48906,0.007429169,0.00024544072,0.000588943,4.300947e-05,1.6056869e-05
129+04132,2020-02-06,5,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,61.31,61.45,62.16,43.904087,43.80406,43.303726,0.020205276,0.00033547386,0.0009066396,6.6521316e-05,2.98199e-05
129+04132,2020-02-06,6,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,58.95,59.06,51.76,45.66174,45.576694,52.004627,0.03973043,0.00051152596,0.001079251,0.00013132225,4.0715633e-05
129+04132,2020-02-06,7,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,69.06,68.67,74.07,38.977116,39.19848,36.34075,0.062146965,0.0005344644,0.0010918671,0.00016630329,5.562558e-05
129+04132,2020-02-06,8,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,82.08,81.6,80.71,32.794342,32.98725,33.351006,0.055862993,0.0006004122,0.0012719334,0.00014451183,5.275828e-05
129+04132,2020-02-06,9,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,45.43,45.38,46.17,59.250706,59.31599,58.301052,0.04478949,0.00074263016,0.0015403125,0.0001548341,4.9890987e-05
129+04132,2020-02-06,10,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,44.55,44.26,46.18,60.42109,60.816982,58.28843,0.044017613,0.00090319884,0.0017427438,0.00016286253,6.078672e-05
129+04132,2020-02-06,11,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,43.13,43.07,42.89,62.410378,62.497322,62.75961,0.046965193,0.0010809713,0.0019038859,0.00015942178,5.275828e-05
129+04132,2020-02-06,12,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,42.38,42.36,43.45,63.514854,63.544846,61.950737,0.05207931,0.0010230519,0.0016928527,0.00014508527,4.530331e-05
129+04132,2020-02-06,13,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,41.75,41.64,45.81,64.47328,64.6436,58.759212,0.060345154,0.0009490756,0.0015861893,0.00013705685,5.1037903e-05
129+04132,2020-02-06,14,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,44.51,44.35,44.71,60.47539,60.693565,60.20487,0.06568292,0.0007718766,0.001157815,0.00013648339,4.6450226e-05
129+04132,2020-02-06,15,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,46.77,46.64,50.59,57.553123,57.713543,53.207344,0.06520465,0.000525289,0.00068757805,0.00012788149,4.014217e-05
129+04132,2020-02-06,16,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,47.44,47.23,51.78,56.740295,56.99258,51.984543,0.063287005,0.00041977243,0.000525289,0.0001433649,3.4981036e-05
129+04132,2020-02-06,17,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,48.04,47.97,51.88,56.03163,56.113396,51.884342,0.06422748,0.00034006155,0.00032801888,0.00015884831,2.637914e-05
129+04132,2020-02-06,18,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,46.3,46.23,53.86,58.137356,58.225388,49.97697,0.06336384,0.00027927483,0.00031712317,0.00013648339,2.2938384e-05
129+04132,2020-02-06,19,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,43.72,43.62,47.22,61.568153,61.709297,57.00465,0.054261893,0.00023798573,0.00028214214,0.00010436965,1.433649e-05
129+04132,2020-02-06,20,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,41.2,40.76,49.62,65.33397,66.039246,54.247475,0.04265851,0.00016286253,0.0002528957,9.060662e-05,6.3080556e-06
129+04132,2020-02-06,21,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,40.52,40.52,,66.4304,66.4304,,0.03474133,0.0001250142,0.00023397151,7.397629e-05,8.028434e-06
129+04132,2020-02-06,22,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,40.19,40.25,40.78,66.97585,66.876015,66.00686,0.030443823,0.000120999975,0.0002586303,8.257818e-05,9.748813e-06
129+04132,2020-02-06,23,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,39.85,39.42,42.07,67.547295,68.28411,63.982876,0.023479156,9.8061595e-05,0.00029017054,5.505212e-05,6.881515e-06
129+04132,2020-02-07,0,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,41.93,42.43,42.11,64.19651,63.44001,63.9221,0.011507041,0.00010322273,0.00024888146,4.128909e-05,5.1611364e-06
129+04132,2020-02-07,1,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,40.29,39.51,43.58,66.80962,68.12856,61.765938,0.0066119893,0.00014107107,0.00028902365,2.752606e-05,9.175354e-06
129+04132,2020-02-07,2,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,42.55,42.47,44.04,63.261097,63.38026,61.12079,0.004161023,0.00022594308,0.00033662078,2.924644e-05,1.0895732e-05
129+04132,2020-02-07,3,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,41.61,41.63,41.41,64.69021,64.659134,65.00265,0.0037762315,0.00025518952,0.00040428902,4.415639e-05,1.2616111e-05
129+04132,2020-02-07,4,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,41.48,40.01,46.75,64.89295,67.27717,57.577747,0.007429169,0.00024544072,0.000588943,4.300947e-05,1.6056869e-05
129+04132,2020-02-07,5,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,41.79,41.84,41.41,64.411575,64.334595,65.00265,0.020205276,0.00033547386,0.0009066396,6.6521316e-05,2.98199e-05
129+04132,2020-02-07,6,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,42.41,42.35,44.18,63.46993,63.55985,60.92711,0.03973043,0.00051152596,0.001079251,0.00013132225,4.0715633e-05
129+04132,2020-02-07,7,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,60.33,60.33,49.4,44.617264,44.617264,54.48906,0.062146965,0.0005344644,0.0010918671,0.00016630329,5.562558e-05
129+04132,2020-02-07,8,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,62.93,62.33,63.78,42.77387,43.18562,42.20382,0.055862993,0.0006004122,0.0012719334,0.00014451183,5.275828e-05
129+04132,2020-02-07,9,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,42.41,42.31,44.18,63.46993,63.619938,60.92711,0.04478949,0.00074263016,0.0015403125,0.0001548341,4.9890987e-05
129+04132,2020-02-07,10,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,43.46,43.4,50.79,61.936485,62.02211,52.997826,0.044017613,0.00090319884,0.0017427438,0.00016286253,6.078672e-05
129+04132,2020-02-07,11,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,45.26,45.19,47.34,59.473255,59.56538,56.860153,0.046965193,0.0010809713,0.0019038859,0.00015942178,5.275828e-05
129+04132,2020-02-07,12,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,45.52,45.33,45.37,59.13356,59.381416,59.329063,0.05207931,0.0010230519,0.0016928527,0.00014508527,4.530331e-05
129+04132,2020-02-07,13,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,47.13,47.0,50.01,57.113506,57.27148,53.82443,0.060345154,0.0009490756,0.0015861893,0.00013705685,5.1037903e-05
129+04132,2020-02-07,14,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,47.26,47.26,48.08,56.9564,56.9564,55.985016,0.06568292,0.0007718766,0.001157815,0.00013648339,4.6450226e-05
129+04132,2020-02-07,15,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,63.52,63.52,112.16,42.376568,42.376568,23.999283,0.06520465,0.000525289,0.00068757805,0.00012788149,4.014217e-05
129+04132,2020-02-07,16,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,107.43,107.81,120.09,25.05594,24.967625,22.414518,0.063287005,0.00041977243,0.000525289,0.0001433649,3.4981036e-05
129+04132,2020-02-07,17,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,74.44,74.66,84.12,36.160122,36.05357,31.999044,0.06422748,0.00034006155,0.00032801888,0.00015884831,2.637914e-05
129+04132,2020-02-07,18,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,126575.20773732466,91660.5,4803,6097,49.32,49.32,,54.577446,54.577446,,0.06336384,0.00027927483,0.00031712317,0.00013648339,2.2938384e-05
