TMC,DATE,HOUR,ROAD,DIRECTION,STATE,COUNTY,start_latitude,start_longitude,end_latitude,end_longitude,TMC_LENGTH,road_order,f_system,thrulanes,aadt,AADT Single Unit,aadt_combinations,TT_ALL_vehs,TT_PASS,TT_TRUCK,SPEED_ALL_vehs,SPEED_PASS,SPEED_TRUCK,PCT_NOISE_AUTO,PCT_NOISE_MEDIUM,PCT_NOISE_HEAVY,PCT_NOISE_BUS,PCT_NOISE_MC
129+04132,1/20/2020,3,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,41.75,40.49,44.17,64.47328,66.479614,64.47328,0.003742196,0.000231535,0.000430144,4.23E-05,3.66E-06
129+04132,1/20/2020,4,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,40.82,40.28,42.25,65.94218,66.82621,65.94218,0.007299896,0.000307843,0.000738509,4.13E-05,6.79E-06
129+04132,1/20/2020,5,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,41.62,40.25,44.8,64.67467,66.876015,64.67467,0.020846019,0.000437983,0.001060986,7.94E-05,1.05E-05
129+04132,1/20/2020,6,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,42.73,42.57,43.37,62.99461,63.231373,62.99461,0.040456485,0.000642341,0.001263253,0.000146866,1.83E-05
129+04132,1/20/2020,7,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,40.96,40.85,48.37,65.71679,65.893745,65.71679,0.06287307,0.000624048,0.001323358,0.000158887,2.77E-05
129+04132,1/20/2020,8,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,41.9,41.58,44.47,64.24247,64.736885,64.24247,0.055597745,0.000635546,0.001421616,0.00014582,5.07E-05
129+04132,1/20/2020,9,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,40.38,40.17,43.28,66.66071,67.0092,66.66071,0.0440607,0.000881193,0.001716393,0.000139548,1.83E-05
129+04132,1/20/2020,10,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,41.55,41.22,42.88,64.78362,65.30227,64.78362,0.044302166,0.001044261,0.002004375,0.000157319,2.30E-05
129+04132,1/20/2020,11,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,41.02,40.97,42.79,65.62067,65.700745,65.62067,0.046681285,0.001210987,0.002072842,0.000160977,1.93E-05
129+04132,1/20/2020,12,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,40.88,40.77,42.88,65.84539,66.02305,65.84539,0.05285904,0.001203148,0.002016396,0.000125437,2.51E-05
129+04132,1/20/2020,13,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,41.42,41.27,44.41,64.98695,65.22315,64.98695,0.06157167,0.00114461,0.001720574,0.000159409,2.87E-05
129+04132,1/20/2020,14,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,44.67,44.37,48.54,60.258778,60.666206,60.258778,0.06834734,0.000858196,0.00122144,0.000113416,2.93E-05
129+04132,1/20/2020,15,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,43.79,43.73,47.67,61.469734,61.554073,61.469734,0.06618774,0.000630842,0.00081168,0.000113416,3.29E-05
129+04132,1/20/2020,16,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,39.92,39.82,43.14,67.42885,67.59818,67.42885,0.060695704,0.000452095,0.000567601,0.000136412,3.82E-05
129+04132,1/20/2020,17,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,41.77,41.4,44.69,64.44241,65.01835,64.44241,0.06065807,0.000328226,0.000366902,0.000150001,2.67E-05
129+04132,1/20/2020,18,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,40.62,40.3,45.16,66.26685,66.793045,66.26685,0.06287307,0.00031516,0.000331885,0.000159932,2.20E-05
129+04132,1/20/2020,19,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,39.55,39.55,,68.05966,68.05966,68.05966,0.05450331,0.00029164,0.000313592,9.72E-05,1.41E-05
129+04132,1/20/2020,20,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,40.95,40.61,43.68,65.732834,66.28317,65.732834,0.04231713,0.000217946,0.000274916,8.31E-05,4.70E-06
129+04132,1/20/2020,21,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,39.14,38.71,41.85,68.7726,69.536545,68.7726,0.034278724,0.000136935,0.00026394,6.90E-05,5.23E-06
129+04132,1/20/2020,22,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,38.82,38.82,41.41,69.33951,69.33951,69.33951,0.030511443,0.000164113,0.000306797,7.68E-05,6.79E-06
129+04132,1/20/2020,23,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,39.69,39.42,41.41,67.819595,68.28411,67.819595,0.021648291,0.000123346,0.000319341,5.07E-05,4.18E-06
129+04132,1/21/2020,0,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,41.38,40.72,43.06,65.049774,66.10412,65.049774,0.010639649,0.000108189,0.000256623,2.93E-05,6.79E-06
129+04132,1/21/2020,1,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,42.97,43.1,43.14,62.642765,62.45382,62.642765,0.00610302,0.000191814,0.000332407,1.36E-05,2.09E-06
129+04132,1/21/2020,2,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,42.02,41.23,43.6,64.05901,65.28643,64.05901,0.004029133,0.000290072,0.000406101,2.40E-05,4.18E-06
129+04132,1/21/2020,3,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,40.16,40.16,,67.02589,67.02589,67.02589,0.003742196,0.000231535,0.000430144,4.23E-05,3.66E-06
129+04132,1/21/2020,4,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,40.68,39.63,42.24,66.16911,67.92227,66.16911,0.007299896,0.000307843,0.000738509,4.13E-05,6.79E-06
129+04132,1/21/2020,5,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,40.94,40.06,44.5,65.74889,67.1932,65.74889,0.020846019,0.000437983,0.001060986,7.94E-05,1.05E-05
129+04132,1/21/2020,6,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,41.42,41.32,43.54,64.98695,65.14423,64.98695,0.040456485,0.000642341,0.001263253,0.000146866,1.83E-05
129+04132,1/21/2020,7,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,66.68,66.68,104.64,40.36832,40.36832,40.36832,0.06287307,0.000624048,0.001323358,0.000158887,2.77E-05
129+04132,1/21/2020,8,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,115.57,115.82,134.02,23.291162,23.240887,23.291162,0.055597745,0.000635546,0.001421616,0.00014582,5.07E-05
129+04132,1/21/2020,9,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,41.97,41.71,42.88,64.13532,64.53511,64.13532,0.0440607,0.000881193,0.001716393,0.000139548,1.83E-05
129+04132,1/21/2020,10,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,40.95,40.69,44.95,65.732834,66.152855,65.732834,0.044302166,0.001044261,0.002004375,0.000157319,2.30E-05
129+04132,1/21/2020,11,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,41.37,41.17,44.25,65.0655,65.38158,65.0655,0.046681285,0.001210987,0.002072842,0.000160977,1.93E-05
129+04132,1/21/2020,12,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,40.72,40.57,42.31,66.10412,66.348526,66.10412,0.05285904,0.001203148,0.002016396,0.000125437,2.51E-05
129+04132,1/21/2020,13,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,41.31,41.21,42.41,65.16,65.318115,65.16,0.06157167,0.00114461,0.001720574,0.000159409,2.87E-05
129+04132,1/21/2020,14,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,43.79,43.79,45.75,61.469734,61.469734,61.469734,0.06834734,0.000858196,0.00122144,0.000113416,2.93E-05
129+04132,1/21/2020,15,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,54.04,54.09,51.49,49.810505,49.764458,49.810505,0.06618774,0.000630842,0.00081168,0.000113416,3.29E-05
129+04132,1/21/2020,16,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,77.5,77.18,97.34,34.732384,34.87639,34.732384,0.060695704,0.000452095,0.000567601,0.000136412,3.82E-05
129+04132,1/21/2020,17,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,74.24,73.81,78.61,36.257538,36.468765,36.257538,0.06065807,0.000328226,0.000366902,0.000150001,2.67E-05
129+04132,1/21/2020,18,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,52.59,52.52,52.78,51.18387,51.252087,51.18387,0.06287307,0.00031516,0.000331885,0.000159932,2.20E-05
129+04132,1/21/2020,19,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,41.9,41.77,52.27,64.24247,64.44241,64.24247,0.05450331,0.00029164,0.000313592,9.72E-05,1.41E-05
129+04132,1/21/2020,20,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,39.9,39.84,43.43,67.46265,67.56425,67.46265,0.04231713,0.000217946,0.000274916,8.31E-05,4.70E-06
129+04132,1/21/2020,21,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,40.47,40.34,41.5,66.51247,66.726814,66.51247,0.034278724,0.000136935,0.00026394,6.90E-05,5.23E-06
129+04132,1/21/2020,22,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,39.34,39.24,42.06,68.422966,68.597336,68.422966,0.030511443,0.000164113,0.000306797,7.68E-05,6.79E-06
129+04132,1/21/2020,23,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,39.48,38.97,42.68,68.180336,69.07261,68.180336,0.021648291,0.000123346,0.000319341,5.07E-05,4.18E-06
129+04132,1/22/2020,0,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,40.03,39.38,44.73,67.24356,68.35347,67.24356,0.010639649,0.000108189,0.000256623,2.93E-05,6.79E-06
129+04132,1/22/2020,1,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,46.14,46.14,,58.33896,58.33896,58.33896,0.00610302,0.000191814,0.000332407,1.36E-05,2.09E-06
129+04132,1/22/2020,2,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,40.93,40.06,43.87,65.76495,67.1932,65.76495,0.004029133,0.000290072,0.000406101,2.40E-05,4.18E-06
129+04132,1/22/2020,3,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,40.45,40.36,39.43,66.54536,66.69375,66.54536,0.003742196,0.000231535,0.000430144,4.23E-05,3.66E-06
129+04132,1/22/2020,4,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,39.46,38.68,42.94,68.21489,69.59048,68.21489,0.007299896,0.000307843,0.000738509,4.13E-05,6.79E-06
129+04132,1/22/2020,5,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,41.2,41.34,41.85,65.33397,65.11272,65.33397,0.020846019,0.000437983,0.001060986,7.94E-05,1.05E-05
129+04132,1/22/2020,6,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,41.4,41.3,45.32,65.01835,65.17577,65.01835,0.040456485,0.000642341,0.001263253,0.000146866,1.83E-05
129+04132,1/22/2020,7,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,41.8,41.69,44.4,64.396164,64.56607,64.396164,0.06287307,0.000624048,0.001323358,0.000158887,2.77E-05
129+04132,1/22/2020,8,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,46.35,45.85,52.28,58.074642,58.70795,58.074642,0.055597745,0.000635546,0.001421616,0.00014582,5.07E-05
129+04132,1/22/2020,9,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,41,40.89,42.75,65.65267,65.829285,65.65267,0.0440607,0.000881193,0.001716393,0.000139548,1.83E-05
129+04132,1/22/2020,10,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,41.39,41.17,44.17,65.03406,65.38158,65.03406,0.044302166,0.001044261,0.002004375,0.000157319,2.30E-05
129+04132,1/22/2020,11,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,40.84,40.59,42.93,65.90988,66.315834,65.90988,0.046681285,0.001210987,0.002072842,0.000160977,1.93E-05
129+04132,1/22/2020,12,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,42,42,43.64,64.089516,64.089516,64.089516,0.05285904,0.001203148,0.002016396,0.000125437,2.51E-05
129+04132,1/22/2020,13,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,41.39,41.3,41.92,65.03406,65.17577,65.03406,0.06157167,0.00114461,0.001720574,0.000159409,2.87E-05
129+04132,1/22/2020,14,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,43.27,43.34,43.67,62.20845,62.107975,62.20845,0.06834734,0.000858196,0.00122144,0.000113416,2.93E-05
129+04132,1/22/2020,15,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,45.71,45.77,48.96,58.88776,58.810566,58.88776,0.06618774,0.000630842,0.00081168,0.000113416,3.29E-05
129+04132,1/22/2020,16,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,47.95,47.81,51.36,56.136803,56.301186,56.136803,0.060695704,0.000452095,0.000567601,0.000136412,3.82E-05
129+04132,1/22/2020,17,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,48.47,48.4,57.27,55.53455,55.61487,55.53455,0.06065807,0.000328226,0.000366902,0.000150001,2.67E-05
129+04132,1/22/2020,18,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,45.21,45.07,53.92,59.539032,59.723976,59.539032,0.06287307,0.00031516,0.000331885,0.000159932,2.20E-05
129+04132,1/22/2020,19,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,41.87,41.72,43.15,64.288506,64.519646,64.288506,0.05450331,0.00029164,0.000313592,9.72E-05,1.41E-05
129+04132,1/22/2020,20,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,39.69,39.64,43.42,67.819595,67.905136,67.819595,0.04231713,0.000217946,0.000274916,8.31E-05,4.70E-06
129+04132,1/22/2020,21,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,39.56,39.44,42.73,68.04246,68.24948,68.04246,0.034278724,0.000136935,0.00026394,6.90E-05,5.23E-06
129+04132,1/22/2020,22,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,39.02,38.84,42.07,68.9841,69.3038,68.9841,0.030511443,0.000164113,0.000306797,7.68E-05,6.79E-06
129+04132,1/22/2020,23,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,38.64,38.51,42.73,69.66251,69.89768,69.66251,0.021648291,0.000123346,0.000319341,5.07E-05,4.18E-06
129+04132,1/23/2020,0,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,39.62,38.97,44.52,67.939415,69.07261,67.939415,0.010639649,0.000108189,0.000256623,2.93E-05,6.79E-06
129+04132,1/23/2020,1,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,41.85,41.34,42.73,64.31923,65.11272,64.31923,0.00610302,0.000191814,0.000332407,1.36E-05,2.09E-06
129+04132,1/23/2020,2,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,41.38,41,41.87,65.049774,65.65267,65.049774,0.004029133,0.000290072,0.000406101,2.40E-05,4.18E-06
129+04132,1/23/2020,3,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,41.98,42.25,41.87,64.12005,63.710285,64.12005,0.003742196,0.000231535,0.000430144,4.23E-05,3.66E-06
129+04132,1/23/2020,4,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,40.27,40.86,39.82,66.842804,65.877625,66.842804,0.007299896,0.000307843,0.000738509,4.13E-05,6.79E-06
129+04132,1/23/2020,5,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,40.56,40.42,41.05,66.36488,66.59474,66.36488,0.020846019,0.000437983,0.001060986,7.94E-05,1.05E-05
129+04132,1/23/2020,6,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,40.19,40.13,44.07,66.97585,67.076,66.97585,0.040456485,0.000642341,0.001263253,0.000146866,1.83E-05
129+04132,1/23/2020,7,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,52.76,52.78,44.14,51.018948,50.999615,51.018948,0.06287307,0.000624048,0.001323358,0.000158887,2.77E-05
129+04132,1/23/2020,8,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,86.84,86.5,79.27,30.99677,31.118608,30.99677,0.055597745,0.000635546,0.001421616,0.00014582,5.07E-05
129+04132,1/23/2020,9,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,39.67,39.67,39.25,67.85378,67.85378,67.85378,0.0440607,0.000881193,0.001716393,0.000139548,1.83E-05
129+04132,1/23/2020,10,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,40.88,40.58,43.1,65.84539,66.33218,65.84539,0.044302166,0.001044261,0.002004375,0.000157319,2.30E-05
129+04132,1/23/2020,11,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,40.95,40.8,41.26,65.732834,65.9745,65.732834,0.046681285,0.001210987,0.002072842,0.000160977,1.93E-05
129+04132,1/23/2020,12,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,40.12,40.01,42.61,67.09271,67.27717,67.09271,0.05285904,0.001203148,0.002016396,0.000125437,2.51E-05
129+04132,1/23/2020,13,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,40.97,40.88,42.92,65.700745,65.84539,65.700745,0.06157167,0.00114461,0.001720574,0.000159409,2.87E-05
129+04132,1/23/2020,14,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,43.53,43.53,41.74,61.836884,61.836884,61.836884,0.06834734,0.000858196,0.00122144,0.000113416,2.93E-05
129+04132,1/23/2020,15,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,48.42,48.21,55.34,55.591896,55.83405,55.591896,0.06618774,0.000630842,0.00081168,0.000113416,3.29E-05
129+04132,1/23/2020,16,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,46.94,46.87,50.41,57.34469,57.430332,57.34469,0.060695704,0.000452095,0.000567601,0.000136412,3.82E-05
129+04132,1/23/2020,17,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,73.23,72.78,99.49,36.757607,36.984882,36.757607,0.06065807,0.000328226,0.000366902,0.000150001,2.67E-05
129+04132,1/23/2020,18,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,45.68,45.62,49.39,58.926437,59.003937,58.926437,0.06287307,0.00031516,0.000331885,0.000159932,2.20E-05
129+04132,1/23/2020,19,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,42.82,42.82,47.1,62.862206,62.862206,62.862206,0.05450331,0.00029164,0.000313592,9.72E-05,1.41E-05
129+04132,1/23/2020,20,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,39.8,39.47,44.61,67.63215,68.19761,67.63215,0.04231713,0.000217946,0.000274916,8.31E-05,4.70E-06
129+04132,1/23/2020,21,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,38.41,38.41,,70.07966,70.07966,70.07966,0.034278724,0.000136935,0.00026394,6.90E-05,5.23E-06
129+04132,1/23/2020,22,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,39.14,38.69,47.01,68.7726,69.57249,68.7726,0.030511443,0.000164113,0.000306797,7.68E-05,6.79E-06
129+04132,1/23/2020,23,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,38.64,38.54,42.73,69.66251,69.84327,69.66251,0.021648291,0.000123346,0.000319341,5.07E-05,4.18E-06
129+04132,1/24/2020,0,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,39.21,39.18,41.34,68.649826,68.70239,68.649826,0.010639649,0.000108189,0.000256623,2.93E-05,6.79E-06
129+04132,1/24/2020,1,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,40.28,40.22,41.41,66.82621,66.925896,66.82621,0.00610302,0.000191814,0.000332407,1.36E-05,2.09E-06
129+04132,1/24/2020,2,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,41.57,41.21,43.85,64.75246,65.318115,64.75246,0.004029133,0.000290072,0.000406101,2.40E-05,4.18E-06
129+04132,1/24/2020,3,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,39.42,38.48,41.3,68.28411,69.95217,68.28411,0.003742196,0.000231535,0.000430144,4.23E-05,3.66E-06
129+04132,1/24/2020,4,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,40.58,40.7,41.07,66.33218,66.1366,66.33218,0.007299896,0.000307843,0.000738509,4.13E-05,6.79E-06
129+04132,1/24/2020,5,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,41.73,41.64,42.07,64.50418,64.6436,64.50418,0.020846019,0.000437983,0.001060986,7.94E-05,1.05E-05
129+04132,1/24/2020,6,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,41.39,41.39,40.18,65.03406,65.03406,65.03406,0.040456485,0.000642341,0.001263253,0.000146866,1.83E-05
129+04132,1/24/2020,7,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,40.99,40.94,46.16,65.66869,65.74889,65.66869,0.06287307,0.000624048,0.001323358,0.000158887,2.77E-05
129+04132,1/24/2020,8,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,44.03,43.97,45.67,61.13467,61.218094,61.13467,0.055597745,0.000635546,0.001421616,0.00014582,5.07E-05
129+04132,1/24/2020,9,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,41.9,41.85,44.2,64.24247,64.31923,64.24247,0.0440607,0.000881193,0.001716393,0.000139548,1.83E-05
129+04132,1/24/2020,10,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,40.82,40.77,39.81,65.94218,66.02305,65.94218,0.044302166,0.001044261,0.002004375,0.000157319,2.30E-05
129+04132,1/24/2020,11,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,40.51,40.32,43.95,66.44679,66.75991,66.44679,0.046681285,0.001210987,0.002072842,0.000160977,1.93E-05
129+04132,1/24/2020,12,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,42.27,42.02,43.19,63.68014,64.05901,63.68014,0.05285904,0.001203148,0.002016396,0.000125437,2.51E-05
129+04132,1/24/2020,13,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69,1,8,124985.1558,4803,6097,42.82,42.82,44.94,62.862206,62.862206,62.862206,0.06157167,0.00114461,0.001720574,0.000159409,2.87E-05
